year,party,support
1975,1,0.004
1975,2,0.408
1975,3,0
1975,4,0.031
1975,5,0
1975,6,0
1975,7,0.085
1975,8,0.029
1975,9,0.117
1975,10,0
1975,11,0.233
1975,12,0.093
1979,1,0.045
1979,2,0.375
1979,3,0
1979,4,0.035
1979,5,0
1979,6,0
1979,7,0.045
1979,8,0.022
1979,9,0.134
1979,10,0
1979,11,0.29
1979,12,0.054
1983,1,0.028
1983,2,0.379
1983,3,0
1983,4,0.017
1983,5,0
1983,6,0
1983,7,0.113
1983,8,0.016
1983,9,0.112
1983,10,0
1983,11,0.276
1983,12,0.059
1987,1,0.025
1987,2,0.274
1987,3,0.096
1987,4,0.019
1987,5,0
1987,6,0
1987,7,0.082
1987,8,0.021
1987,9,0.108
1987,10,0
1987,11,0.251
1987,12,0.124
1991,1,0.019
1991,2,0.263
1991,3,0.102
1991,4,0.027
1991,5,0
1991,6,0
1991,7,0.048
1991,8,0.023
1991,9,0.095
1991,10,0
1991,11,0.216
1991,12,0.206
1995,1,0.018
1995,2,0.318
1995,3,0.053
1995,4,0.03
1995,5,0
1995,6,0
1995,7,0.033
1995,8,0.028
1995,9,0.116
1995,10,0
1995,11,0.236
1995,12,0.166
1999,1,0
1999,2,0.306
1999,3,0.05
1999,4,0.029
1999,5,0
1999,6,0
1999,7,0.051
1999,8,0.034
1999,9,0.143
1999,10,0
1999,11,0.284
1999,12,0.103
2003,1,0
2003,2,0.334
2003,3,0.062
2003,4,0.033
2003,5,0
2003,6,0
2003,7,0.014
2003,8,0.036
2003,9,0.131
2003,10,0
2003,11,0.321
2003,12,0.067
2007,1,0
2007,2,0.239
2007,3,0.098
2007,4,0.039
2007,5,0
2007,6,0
2007,7,0.009
2007,8,0.072
2007,9,0.116
2007,10,0
2007,11,0.386
2007,12,0.043
2011,1,0.003
2011,2,0.202
2011,3,0.065
2011,4,0.03
2011,5,0.053
2011,6,0.174
2011,7,0.031
2011,8,0.029
2011,9,0.069
2011,10,0
2011,11,0.319
2011,12,0.025
2015,1,0.002
2015,2,0.224
2015,3,0.04
2015,4,0.035
2015,5,0.059
2015,6,0.144
2015,7,0.009
2015,8,0.025
2015,9,0.092
2015,10,0
2015,11,0.355
2015,12,0.014
