year,party,support
1975,1,0
1975,2,0.189
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.361
1975,9,0.45
1975,10,0
1975,11,0
1975,12,0
1979,1,0.072
1979,2,0.097
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.423
1979,9,0.407
1979,10,0
1979,11,0
1979,12,0
1983,1,0.042
1983,2,0.101
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.052
1983,8,0.425
1983,9,0.38
1983,10,0
1983,11,0
1983,12,0
1987,1,0
1987,2,0.12
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.079
1987,8,0.46
1987,9,0.303
1987,10,0
1987,11,0
1987,12,0.039
1991,1,0
1991,2,0.086
1991,3,0.056
1991,4,0.008
1991,5,0
1991,6,0
1991,7,0.035
1991,8,0.209
1991,9,0.561
1991,10,0
1991,11,0
1991,12,0.046
1995,1,0
1995,2,0.104
1995,3,0.071
1995,4,0
1995,5,0
1995,6,0
1995,7,0.003
1995,8,0.27
1995,9,0.365
1995,10,0
1995,11,0.086
1995,12,0.1
1999,1,0
1999,2,0.092
1999,3,0.063
1999,4,0
1999,5,0
1999,6,0
1999,7,0.035
1999,8,0.259
1999,9,0.316
1999,10,0
1999,11,0.216
1999,12,0.019
2003,1,0
2003,2,0.104
2003,3,0.07
2003,4,0.003
2003,5,0
2003,6,0
2003,7,0
2003,8,0.268
2003,9,0.277
2003,10,0
2003,11,0.279
2003,12,0
2007,1,0
2007,2,0.093
2007,3,0.079
2007,4,0.021
2007,5,0
2007,6,0
2007,7,0
2007,8,0.158
2007,9,0.323
2007,10,0
2007,11,0.31
2007,12,0.018
2011,1,0
2011,2,0.106
2011,3,0.068
2011,4,0.012
2011,5,0.036
2011,6,0.034
2011,7,0.009
2011,8,0.155
2011,9,0.214
2011,10,0
2011,11,0.357
2011,12,0.009
2015,1,0
2015,2,0.076
2015,3,0.054
2015,4,0.006
2015,5,0.036
2015,6,0.044
2015,7,0.011
2015,8,0.106
2015,9,0.175
2015,10,0
2015,11,0.475
2015,12,0.017
