year,party,support
1975,1,0.025
1975,2,0.346
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.095
1975,8,0.072
1975,9,0.245
1975,10,0
1975,11,0.177
1975,12,0.039
1979,1,0.045
1979,2,0.345
1979,3,0
1979,4,0.053
1979,5,0
1979,6,0
1979,7,0.065
1979,8,0.049
1979,9,0.255
1979,10,0
1979,11,0.189
1979,12,0
1983,1,0.087
1983,2,0.376
1983,3,0.018
1983,4,0
1983,5,0
1983,6,0
1983,7,0.028
1983,8,0.05
1983,9,0.257
1983,10,0
1983,11,0.148
1983,12,0.035
1987,1,0.09
1987,2,0.251
1987,3,0.062
1987,4,0.037
1987,5,0
1987,6,0
1987,7,0.023
1987,8,0.079
1987,9,0.217
1987,10,0
1987,11,0.166
1987,12,0.076
1991,1,0
1991,2,0.293
1991,3,0.085
1991,4,0.033
1991,5,0
1991,6,0
1991,7,0
1991,8,0.054
1991,9,0.21
1991,10,0
1991,11,0.134
1991,12,0.19
1995,1,0
1995,2,0.292
1995,3,0.092
1995,4,0.013
1995,5,0
1995,6,0
1995,7,0.117
1995,8,0.039
1995,9,0.13
1995,10,0
1995,11,0.179
1995,12,0.137
1999,1,0
1999,2,0.277
1999,3,0.085
1999,4,0.027
1999,5,0
1999,6,0
1999,7,0.026
1999,8,0.042
1999,9,0.175
1999,10,0
1999,11,0.23
1999,12,0.138
2003,1,0
2003,2,0.261
2003,3,0.161
2003,4,0.037
2003,5,0
2003,6,0
2003,7,0.007
2003,8,0.04
2003,9,0.163
2003,10,0
2003,11,0.297
2003,12,0.035
2007,1,0
2007,2,0.281
2007,3,0.15
2007,4,0.034
2007,5,0
2007,6,0
2007,7,0
2007,8,0.051
2007,9,0.182
2007,10,0
2007,11,0.29
2007,12,0.012
2011,1,0
2011,2,0.276
2011,3,0.153
2011,4,0.044
2011,5,0.036
2011,6,0.052
2011,7,0
2011,8,0.034
2011,9,0.096
2011,10,0
2011,11,0.303
2011,12,0.005
2015,1,0
2015,2,0.26
2015,3,0.197
2015,4,0.031
2015,5,0.02
2015,6,0.02
2015,7,0.005
2015,8,0.037
2015,9,0.137
2015,10,0
2015,11,0.292
2015,12,0.001
