year,party,support
1975,1,0
1975,2,0.188
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.024
1975,8,0.57
1975,9,0.109
1975,10,0
1975,11,0.032
1975,12,0.078
1979,1,0.031
1979,2,0.229
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.02
1979,8,0.596
1979,9,0.084
1979,10,0
1979,11,0.033
1979,12,0.007
1983,1,0.065
1983,2,0.243
1983,3,0
1983,4,0.001
1983,5,0
1983,6,0
1983,7,0.211
1983,8,0.401
1983,9,0.051
1983,10,0
1983,11,0.018
1983,12,0.009
1987,1,0.052
1987,2,0.152
1987,3,0.091
1987,4,0.002
1987,5,0
1987,6,0
1987,7,0.057
1987,8,0.572
1987,9,0.028
1987,10,0
1987,11,0.004
1987,12,0.041
1991,1,0.015
1991,2,0.095
1991,3,0.128
1991,4,0
1991,5,0
1991,6,0
1991,7,0.029
1991,8,0.583
1991,9,0.043
1991,10,0
1991,11,0.044
1991,12,0.064
1995,1,0
1995,2,0.179
1995,3,0.045
1995,4,0.005
1995,5,0
1995,6,0
1995,7,0.028
1995,8,0.551
1995,9,0.108
1995,10,0
1995,11,0.028
1995,12,0.056
1999,1,0
1999,2,0.183
1999,3,0.092
1999,4,0
1999,5,0
1999,6,0
1999,7,0.008
1999,8,0.428
1999,9,0.087
1999,10,0
1999,11,0.135
1999,12,0.069
2003,1,0
2003,2,0.169
2003,3,0.121
2003,4,0.006
2003,5,0
2003,6,0
2003,7,0
2003,8,0.319
2003,9,0.128
2003,10,0
2003,11,0.233
2003,12,0.024
2007,1,0
2007,2,0.185
2007,3,0.161
2007,4,0.004
2007,5,0
2007,6,0
2007,7,0
2007,8,0.247
2007,9,0.145
2007,10,0
2007,11,0.252
2007,12,0.005
2011,1,0
2011,2,0.189
2011,3,0.172
2011,4,0.005
2011,5,0.028
2011,6,0.061
2011,7,0
2011,8,0.231
2011,9,0.047
2011,10,0
2011,11,0.263
2011,12,0.005
2015,1,0
2015,2,0.127
2015,3,0.119
2015,4,0.002
2015,5,0.024
2015,6,0.019
2015,7,0.02
2015,8,0.314
2015,9,0.087
2015,10,0
2015,11,0.288
2015,12,0.001
