year,party,support
1975,1,0.092
1975,2,0.177
1975,3,0.005
1975,4,0
1975,5,0
1975,6,0
1975,7,0.033
1975,8,0.059
1975,9,0.551
1975,10,0
1975,11,0.042
1975,12,0.042
1979,1,0.073
1979,2,0.215
1979,3,0.089
1979,4,0
1979,5,0
1979,6,0
1979,7,0.048
1979,8,0.055
1979,9,0.51
1979,10,0
1979,11,0.009
1979,12,0
1983,1,0.069
1983,2,0.191
1983,3,0.061
1983,4,0
1983,5,0
1983,6,0
1983,7,0.023
1983,8,0.054
1983,9,0.543
1983,10,0
1983,11,0.02
1983,12,0.038
1987,1,0.034
1987,2,0.171
1987,3,0.062
1987,4,0
1987,5,0
1987,6,0
1987,7,0.026
1987,8,0.036
1987,9,0.615
1987,10,0
1987,11,0.018
1987,12,0.037
1991,1,0.087
1991,2,0.169
1991,3,0.062
1991,4,0
1991,5,0
1991,6,0
1991,7,0.021
1991,8,0.041
1991,9,0.555
1991,10,0
1991,11,0.018
1991,12,0.049
1995,1,0.093
1995,2,0.166
1995,3,0.037
1995,4,0
1995,5,0
1995,6,0
1995,7,0.033
1995,8,0.084
1995,9,0.53
1995,10,0
1995,11,0.033
1995,12,0.025
1999,1,0.087
1999,2,0.146
1999,3,0.059
1999,4,0
1999,5,0
1999,6,0
1999,7,0.058
1999,8,0.043
1999,9,0.512
1999,10,0
1999,11,0.074
1999,12,0.022
2003,1,0.079
2003,2,0.17
2003,3,0.107
2003,4,0.004
2003,5,0
2003,6,0
2003,7,0.004
2003,8,0.041
2003,9,0.391
2003,10,0
2003,11,0.173
2003,12,0.032
2007,1,0.055
2007,2,0.202
2007,3,0.141
2007,4,0.003
2007,5,0
2007,6,0
2007,7,0.05
2007,8,0.04
2007,9,0.295
2007,10,0
2007,11,0.198
2007,12,0.016
2011,1,0.031
2011,2,0.266
2011,3,0.091
2011,4,0.001
2011,5,0.053
2011,6,0.004
2011,7,0.003
2011,8,0.033
2011,9,0.278
2011,10,0
2011,11,0.232
2011,12,0.008
2015,1,0.017
2015,2,0.2
2015,3,0.093
2015,4,0.003
2015,5,0.051
2015,6,0.01
2015,7,0.021
2015,8,0.032
2015,9,0.377
2015,10,0
2015,11,0.184
2015,12,0.012
