year,party,support
1975,1,0.006
1975,2,0.057
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.014
1975,8,0.491
1975,9,0.432
1975,10,0
1975,11,0
1975,12,0
1979,1,0.011
1979,2,0.052
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.002
1979,8,0.434
1979,9,0.501
1979,10,0
1979,11,0
1979,12,0
1983,1,0.021
1983,2,0.05
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.001
1983,8,0.446
1983,9,0.476
1983,10,0
1983,11,0
1983,12,0.006
1987,1,0.042
1987,2,0.033
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.003
1987,8,0.451
1987,9,0.441
1987,10,0
1987,11,0
1987,12,0.03
1991,1,0
1991,2,0.051
1991,3,0.03
1991,4,0
1991,5,0
1991,6,0
1991,7,0.005
1991,8,0.478
1991,9,0.421
1991,10,0
1991,11,0
1991,12,0.015
1995,1,0.003
1995,2,0.059
1995,3,0.036
1995,4,0
1995,5,0
1995,6,0
1995,7,0.003
1995,8,0.347
1995,9,0.343
1995,10,0
1995,11,0.178
1995,12,0.03
1999,1,0
1999,2,0.044
1999,3,0.024
1999,4,0
1999,5,0
1999,6,0
1999,7,0.014
1999,8,0.332
1999,9,0.322
1999,10,0
1999,11,0.251
1999,12,0.013
2003,1,0
2003,2,0.049
2003,3,0.032
2003,4,0.011
2003,5,0
2003,6,0
2003,7,0.019
2003,8,0.282
2003,9,0.305
2003,10,0
2003,11,0.295
2003,12,0.006
2007,1,0
2007,2,0.043
2007,3,0.028
2007,4,0.008
2007,5,0
2007,6,0
2007,7,0.006
2007,8,0.373
2007,9,0.239
2007,10,0
2007,11,0.303
2007,12,0
2011,1,0
2011,2,0.052
2011,3,0.032
2011,4,0.003
2011,5,0.031
2011,6,0.019
2011,7,0.001
2011,8,0.264
2011,9,0.236
2011,10,0
2011,11,0.36
2011,12,0.001
2015,1,0
2015,2,0.05
2015,3,0.024
2015,4,0.004
2015,5,0.027
2015,6,0.011
2015,7,0.004
2015,8,0.28
2015,9,0.228
2015,10,0
2015,11,0.371
2015,12,0
