year,party,support
1975,1,0.058
1975,2,0.236
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.028
1975,8,0.273
1975,9,0.398
1975,10,0
1975,11,0
1975,12,0.006
1979,1,0.036
1979,2,0.188
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.004
1979,8,0.226
1979,9,0.481
1979,10,0
1979,11,0
1979,12,0.065
1983,1,0.017
1983,2,0.153
1983,3,0.057
1983,4,0
1983,5,0
1983,6,0
1983,7,0.007
1983,8,0.172
1983,9,0.493
1983,10,0
1983,11,0
1983,12,0.101
1987,1,0.031
1987,2,0.166
1987,3,0.124
1987,4,0
1987,5,0
1987,6,0
1987,7,0.03
1987,8,0.184
1987,9,0.416
1987,10,0
1987,11,0
1987,12,0.049
1991,1,0.033
1991,2,0.251
1991,3,0.06
1991,4,0
1991,5,0
1991,6,0
1991,7,0.017
1991,8,0.167
1991,9,0.417
1991,10,0
1991,11,0.006
1991,12,0.048
1995,1,0.087
1995,2,0.257
1995,3,0.037
1995,4,0
1995,5,0
1995,6,0
1995,7,0.036
1995,8,0.206
1995,9,0.368
1995,10,0
1995,11,0
1995,12,0.01
1999,1,0.112
1999,2,0.132
1999,3,0.071
1999,4,0
1999,5,0
1999,6,0
1999,7,0.014
1999,8,0.21
1999,9,0.374
1999,10,0
1999,11,0.087
1999,12,0
2003,1,0.044
2003,2,0.156
2003,3,0.114
2003,4,0
2003,5,0
2003,6,0
2003,7,0.008
2003,8,0.167
2003,9,0.304
2003,10,0
2003,11,0.206
2003,12,0
2007,1,0.036
2007,2,0.128
2007,3,0.179
2007,4,0.021
2007,5,0
2007,6,0
2007,7,0.009
2007,8,0.099
2007,9,0.294
2007,10,0
2007,11,0.225
2007,12,0.011
2011,1,0.038
2011,2,0.109
2011,3,0.124
2011,4,0.024
2011,5,0.032
2011,6,0
2011,7,0.009
2011,8,0.129
2011,9,0.272
2011,10,0
2011,11,0.206
2011,12,0.058
2015,1,0.039
2015,2,0.129
2015,3,0.122
2015,4,0.011
2015,5,0.03
2015,6,0.008
2015,7,0.008
2015,8,0.107
2015,9,0.308
2015,10,0
2015,11,0.206
2015,12,0.033
