year,party,support
1975,1,0.033
1975,2,0.259
1975,3,0
1975,4,0.073
1975,5,0
1975,6,0
1975,7,0.137
1975,8,0.047
1975,9,0.119
1975,10,0
1975,11,0.218
1975,12,0.114
1979,1,0.025
1979,2,0.293
1979,3,0.025
1979,4,0.077
1979,5,0
1979,6,0
1979,7,0.109
1979,8,0.037
1979,9,0.152
1979,10,0
1979,11,0.253
1979,12,0.029
1983,1,0.061
1983,2,0.264
1983,3,0.057
1983,4,0.049
1983,5,0
1983,6,0
1983,7,0.087
1983,8,0.061
1983,9,0.16
1983,10,0
1983,11,0.213
1983,12,0.049
1987,1,0.028
1987,2,0.171
1987,3,0.102
1987,4,0.045
1987,5,0
1987,6,0
1987,7,0.11
1987,8,0.047
1987,9,0.152
1987,10,0
1987,11,0.241
1987,12,0.103
1991,1,0.008
1991,2,0.16
1991,3,0.078
1991,4,0.049
1991,5,0
1991,6,0
1991,7,0.067
1991,8,0.034
1991,9,0.169
1991,10,0
1991,11,0.265
1991,12,0.169
1995,1,0.02
1995,2,0.207
1995,3,0.077
1995,4,0.046
1995,5,0
1995,6,0
1995,7,0.036
1995,8,0.047
1995,9,0.172
1995,10,0
1995,11,0.297
1995,12,0.1
1999,1,0.011
1999,2,0.213
1999,3,0.046
1999,4,0.054
1999,5,0
1999,6,0
1999,7,0.031
1999,8,0.049
1999,9,0.191
1999,10,0
1999,11,0.367
1999,12,0.039
2003,1,0.006
2003,2,0.194
2003,3,0.083
2003,4,0.06
2003,5,0
2003,6,0
2003,7,0.017
2003,8,0.048
2003,9,0.172
2003,10,0
2003,11,0.379
2003,12,0.041
2007,1,0.025
2007,2,0.175
2007,3,0.063
2007,4,0.047
2007,5,0.071
2007,6,0
2007,7,0.001
2007,8,0.067
2007,9,0.133
2007,10,0
2007,11,0.379
2007,12,0.038
2011,1,0.002
2011,2,0.141
2011,3,0.049
2011,4,0.047
2011,5,0.109
2011,6,0.094
2011,7,0.021
2011,8,0.044
2011,9,0.116
2011,10,0
2011,11,0.346
2011,12,0.03
2015,1,0.001
2015,2,0.166
2015,3,0.037
2015,4,0.052
2015,5,0.072
2015,6,0.046
2015,7,0.032
2015,8,0.033
2015,9,0.158
2015,10,0
2015,11,0.354
2015,12,0.049
