year,party,support
1975,1,0.14
1975,2,0.179
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.001
1975,8,0.378
1975,9,0.301
1975,10,0
1975,11,0
1975,12,0
1979,1,0.099
1979,2,0.167
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.369
1979,9,0.347
1979,10,0
1979,11,0.019
1979,12,0
1983,1,0.099
1983,2,0.138
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.019
1983,8,0.428
1983,9,0.296
1983,10,0
1983,11,0.019
1983,12,0
1987,1,0.151
1987,2,0.078
1987,3,0.015
1987,4,0
1987,5,0
1987,6,0
1987,7,0.006
1987,8,0.442
1987,9,0.298
1987,10,0
1987,11,0.009
1987,12,0
1991,1,0.106
1991,2,0.062
1991,3,0.011
1991,4,0
1991,5,0
1991,6,0
1991,7,0.003
1991,8,0.331
1991,9,0.279
1991,10,0.199
1991,11,0.009
1991,12,0
1995,1,0.012
1995,2,0.141
1995,3,0.006
1995,4,0
1995,5,0
1995,6,0
1995,7,0.004
1995,8,0.336
1995,9,0.307
1995,10,0.184
1995,11,0.01
1995,12,0
1999,1,0.013
1999,2,0.142
1999,3,0.007
1999,4,0.002
1999,5,0
1999,6,0
1999,7,0.007
1999,8,0.301
1999,9,0.329
1999,10,0.17
1999,11,0.029
1999,12,0
2003,1,0
2003,2,0.209
2003,3,0.007
2003,4,0
2003,5,0
2003,6,0
2003,7,0.013
2003,8,0.265
2003,9,0.355
2003,10,0.091
2003,11,0.06
2003,12,0
2007,1,0.008
2007,2,0.148
2007,3,0.031
2007,4,0
2007,5,0
2007,6,0
2007,7,0.004
2007,8,0.307
2007,9,0.298
2007,10,0.156
2007,11,0.048
2007,12,0
2011,1,0.006
2011,2,0.125
2011,3,0.056
2011,4,0
2011,5,0
2011,6,0
2011,7,0.026
2011,8,0.25
2011,9,0.22
2011,10,0.227
2011,11,0.092
2011,12,0
2015,1,0.002
2015,2,0.11
2015,3,0.031
2015,4,0
2015,5,0.007
2015,6,0
2015,7,0.013
2015,8,0.254
2015,9,0.216
2015,10,0.287
2015,11,0.08
2015,12,0
