year,party,support
1975,1,0
1975,2,0.236
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.06
1975,9,0.25
1975,10,0
1975,11,0.426
1975,12,0.028
1979,1,0
1979,2,0.404
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.041
1979,9,0.255
1979,10,0
1979,11,0.3
1979,12,0
1983,1,0
1983,2,0.387
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.046
1983,9,0.224
1983,10,0
1983,11,0.343
1983,12,0
1987,1,0.059
1987,2,0.298
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.05
1987,8,0.044
1987,9,0.269
1987,10,0
1987,11,0.28
1987,12,0
1991,1,0.041
1991,2,0.235
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.071
1991,8,0.033
1991,9,0.42
1991,10,0
1991,11,0.199
1991,12,0
1995,1,0.008
1995,2,0.225
1995,3,0.039
1995,4,0
1995,5,0
1995,6,0
1995,7,0.012
1995,8,0.061
1995,9,0.434
1995,10,0
1995,11,0.221
1995,12,0
1999,1,0
1999,2,0.324
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.108
1999,8,0.067
1999,9,0.229
1999,10,0
1999,11,0.273
1999,12,0
2003,1,0
2003,2,0.289
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.051
2003,9,0.307
2003,10,0
2003,11,0.341
2003,12,0.013
2007,1,0
2007,2,0.272
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0.003
2007,8,0.077
2007,9,0.364
2007,10,0
2007,11,0.278
2007,12,0.006
2011,1,0
2011,2,0.282
2011,3,0.026
2011,4,0
2011,5,0.086
2011,6,0.205
2011,7,0
2011,8,0.06
2011,9,0.191
2011,10,0
2011,11,0.146
2011,12,0.004
2015,1,0
2015,2,0.251
2015,3,0
2015,4,0
2015,5,0.123
2015,6,0.138
2015,7,0
2015,8,0.065
2015,9,0.242
2015,10,0
2015,11,0.18
2015,12,0
