year,party,support
1975,1,0
1975,2,0.106
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.06
1975,8,0.3
1975,9,0.073
1975,10,0
1975,11,0.368
1975,12,0.093
1979,1,0
1979,2,0.11
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.053
1979,8,0.363
1979,9,0.087
1979,10,0
1979,11,0.365
1979,12,0.022
1983,1,0
1983,2,0.111
1983,3,0.076
1983,4,0.063
1983,5,0
1983,6,0
1983,7,0.025
1983,8,0.337
1983,9,0.103
1983,10,0
1983,11,0.258
1983,12,0.026
1987,1,0.002
1987,2,0.052
1987,3,0.106
1987,4,0
1987,5,0
1987,6,0
1987,7,0.102
1987,8,0.286
1987,9,0.138
1987,10,0
1987,11,0.252
1987,12,0.062
1991,1,0
1991,2,0.073
1991,3,0.127
1991,4,0.038
1991,5,0
1991,6,0
1991,7,0.032
1991,8,0.207
1991,9,0.164
1991,10,0
1991,11,0.248
1991,12,0.11
1995,1,0
1995,2,0.106
1995,3,0.128
1995,4,0.037
1995,5,0
1995,6,0
1995,7,0.014
1995,8,0.152
1995,9,0.142
1995,10,0
1995,11,0.281
1995,12,0.14
1999,1,0
1999,2,0.096
1999,3,0.075
1999,4,0.024
1999,5,0
1999,6,0
1999,7,0.034
1999,8,0.152
1999,9,0.119
1999,10,0
1999,11,0.446
1999,12,0.054
2003,1,0
2003,2,0.077
2003,3,0.067
2003,4,0.018
2003,5,0
2003,6,0
2003,7,0.007
2003,8,0.184
2003,9,0.084
2003,10,0
2003,11,0.521
2003,12,0.042
2007,1,0
2007,2,0.065
2007,3,0.103
2007,4,0.02
2007,5,0
2007,6,0
2007,7,0.01
2007,8,0.198
2007,9,0.076
2007,10,0
2007,11,0.483
2007,12,0.045
2011,1,0
2011,2,0.081
2011,3,0.062
2011,4,0.019
2011,5,0.065
2011,6,0.063
2011,7,0
2011,8,0.168
2011,9,0.065
2011,10,0
2011,11,0.437
2011,12,0.04
2015,1,0
2015,2,0.093
2015,3,0.05
2015,4,0.016
2015,5,0.058
2015,6,0.048
2015,7,0.002
2015,8,0.164
2015,9,0.095
2015,10,0
2015,11,0.436
2015,12,0.038
