year,party,support
1975,1,0
1975,2,0.236
1975,3,0
1975,4,0.001
1975,5,0
1975,6,0
1975,7,0.153
1975,8,0.006
1975,9,0.255
1975,10,0
1975,11,0.344
1975,12,0.005
1979,1,0.012
1979,2,0.179
1979,3,0
1979,4,0.003
1979,5,0
1979,6,0
1979,7,0.141
1979,8,0
1979,9,0.236
1979,10,0
1979,11,0.42
1979,12,0.01
1983,1,0.029
1983,2,0.201
1983,3,0
1983,4,0.006
1983,5,0
1983,6,0
1983,7,0.15
1983,8,0
1983,9,0.253
1983,10,0
1983,11,0.351
1983,12,0.008
1987,1,0.043
1987,2,0.189
1987,3,0.106
1987,4,0.01
1987,5,0
1987,6,0
1987,7,0.063
1987,8,0
1987,9,0.26
1987,10,0
1987,11,0.263
1987,12,0.067
1991,1,0.009
1991,2,0.149
1991,3,0.12
1991,4,0.005
1991,5,0
1991,6,0
1991,7,0.083
1991,8,0
1991,9,0.297
1991,10,0
1991,11,0.272
1991,12,0.064
1995,1,0.003
1995,2,0.148
1995,3,0.113
1995,4,0.002
1995,5,0
1995,6,0
1995,7,0.103
1995,8,0.014
1995,9,0.239
1995,10,0
1995,11,0.303
1995,12,0.075
1999,1,0
1999,2,0.206
1999,3,0.119
1999,4,0.025
1999,5,0
1999,6,0
1999,7,0.024
1999,8,0.027
1999,9,0.139
1999,10,0
1999,11,0.401
1999,12,0.06
2003,1,0
2003,2,0.196
2003,3,0.109
2003,4,0.027
2003,5,0
2003,6,0
2003,7,0.144
2003,8,0.001
2003,9,0.124
2003,10,0
2003,11,0.365
2003,12,0.034
2007,1,0
2007,2,0.181
2007,3,0.169
2007,4,0.035
2007,5,0
2007,6,0
2007,7,0.014
2007,8,0.027
2007,9,0.158
2007,10,0
2007,11,0.368
2007,12,0.048
2011,1,0.001
2011,2,0.221
2011,3,0.108
2011,4,0.015
2011,5,0.032
2011,6,0.073
2011,7,0.043
2011,8,0.03
2011,9,0.105
2011,10,0
2011,11,0.302
2011,12,0.071
2015,1,0.019
2015,2,0.194
2015,3,0.132
2015,4,0.031
2015,5,0.008
2015,6,0.073
2015,7,0.024
2015,8,0.008
2015,9,0.101
2015,10,0
2015,11,0.359
2015,12,0.05
