year,party,support
1975,1,0
1975,2,0.035
1975,3,0
1975,4,0.026
1975,5,0
1975,6,0
1975,7,0.003
1975,8,0
1975,9,0.01
1975,10,0
1975,11,0.907
1975,12,0.019
1979,1,0.019
1979,2,0.019
1979,3,0
1979,4,0.031
1979,5,0
1979,6,0
1979,7,0.001
1979,8,0
1979,9,0.02
1979,10,0
1979,11,0.9
1979,12,0.009
1983,1,0.019
1983,2,0.031
1983,3,0
1983,4,0.03
1983,5,0
1983,6,0
1983,7,0.014
1983,8,0
1983,9,0.013
1983,10,0
1983,11,0.864
1983,12,0.028
1987,1,0.004
1987,2,0.032
1987,3,0.035
1987,4,0.042
1987,5,0
1987,6,0
1987,7,0.03
1987,8,0.001
1987,9,0.021
1987,10,0
1987,11,0.782
1987,12,0.053
1991,1,0.002
1991,2,0.048
1991,3,0.057
1991,4,0.036
1991,5,0
1991,6,0
1991,7,0.007
1991,8,0
1991,9,0.018
1991,10,0
1991,11,0.751
1991,12,0.081
1995,1,0.005
1995,2,0.071
1995,3,0.029
1995,4,0.023
1995,5,0
1995,6,0
1995,7,0.011
1995,8,0.001
1995,9,0.03
1995,10,0
1995,11,0.747
1995,12,0.083
1999,1,0
1999,2,0.065
1999,3,0.026
1999,4,0.037
1999,5,0
1999,6,0
1999,7,0.036
1999,8,0.003
1999,9,0.037
1999,10,0
1999,11,0.716
1999,12,0.079
2003,1,0
2003,2,0.087
2003,3,0.039
2003,4,0.04
2003,5,0
2003,6,0
2003,7,0.009
2003,8,0.005
2003,9,0.035
2003,10,0
2003,11,0.708
2003,12,0.077
2007,1,0
2007,2,0.055
2007,3,0.047
2007,4,0.048
2007,5,0
2007,6,0
2007,7,0.004
2007,8,0.014
2007,9,0.034
2007,10,0
2007,11,0.742
2007,12,0.056
2011,1,0.001
2011,2,0.048
2011,3,0.04
2011,4,0.031
2011,5,0.012
2011,6,0.145
2011,7,0.009
2011,8,0.006
2011,9,0.021
2011,10,0
2011,11,0.641
2011,12,0.045
2015,1,0.003
2015,2,0.034
2015,3,0.027
2015,4,0.032
2015,5,0.017
2015,6,0.122
2015,7,0.01
2015,8,0.003
2015,9,0.026
2015,10,0
2015,11,0.681
2015,12,0.045
