year,party,support
1975,1,0.015
1975,2,0.139
1975,3,0
1975,4,0.012
1975,5,0
1975,6,0
1975,7,0.103
1975,8,0.018
1975,9,0.096
1975,10,0
1975,11,0.477
1975,12,0.141
1979,1,0.021
1979,2,0.123
1979,3,0.005
1979,4,0.048
1979,5,0
1979,6,0
1979,7,0.087
1979,8,0.018
1979,9,0.11
1979,10,0
1979,11,0.544
1979,12,0.042
1983,1,0.01
1983,2,0.1
1983,3,0.061
1983,4,0.045
1983,5,0
1983,6,0
1983,7,0.054
1983,8,0.014
1983,9,0.159
1983,10,0
1983,11,0.513
1983,12,0.044
1987,1,0.013
1987,2,0.068
1987,3,0.076
1987,4,0.028
1987,5,0
1987,6,0
1987,7,0.086
1987,8,0.007
1987,9,0.143
1987,10,0
1987,11,0.461
1987,12,0.117
1991,1,0.009
1991,2,0.083
1991,3,0.08
1991,4,0.022
1991,5,0
1991,6,0
1991,7,0.035
1991,8,0.01
1991,9,0.151
1991,10,0
1991,11,0.462
1991,12,0.148
1995,1,0.011
1995,2,0.121
1995,3,0.074
1995,4,0.008
1995,5,0
1995,6,0
1995,7,0.042
1995,8,0.008
1995,9,0.134
1995,10,0
1995,11,0.496
1995,12,0.106
1999,1,0.001
1999,2,0.151
1999,3,0.054
1999,4,0.022
1999,5,0
1999,6,0
1999,7,0.034
1999,8,0.014
1999,9,0.134
1999,10,0
1999,11,0.538
1999,12,0.053
2003,1,0.001
2003,2,0.14
2003,3,0.094
2003,4,0.018
2003,5,0
2003,6,0
2003,7,0.006
2003,8,0.025
2003,9,0.106
2003,10,0
2003,11,0.557
2003,12,0.052
2007,1,0.009
2007,2,0.086
2007,3,0.076
2007,4,0.023
2007,5,0.069
2007,6,0
2007,7,0.013
2007,8,0.047
2007,9,0.084
2007,10,0
2007,11,0.542
2007,12,0.052
2011,1,0.002
2011,2,0.075
2011,3,0.047
2011,4,0.016
2011,5,0.089
2011,6,0.065
2011,7,0.014
2011,8,0.028
2011,9,0.098
2011,10,0
2011,11,0.519
2011,12,0.047
2015,1,0
2015,2,0.092
2015,3,0.045
2015,4,0.015
2015,5,0.047
2015,6,0.052
2015,7,0.018
2015,8,0.025
2015,9,0.123
2015,10,0
2015,11,0.532
2015,12,0.051
