year,party,support
1975,1,0.048
1975,2,0.246
1975,3,0.004
1975,4,0
1975,5,0
1975,6,0
1975,7,0.026
1975,8,0.036
1975,9,0.42
1975,10,0
1975,11,0.155
1975,12,0.067
1979,1,0.018
1979,2,0.309
1979,3,0.03
1979,4,0
1979,5,0
1979,6,0
1979,7,0.05
1979,8,0.052
1979,9,0.451
1979,10,0
1979,11,0.091
1979,12,0
1983,1,0.063
1983,2,0.248
1983,3,0.101
1983,4,0
1983,5,0
1983,6,0
1983,7,0.022
1983,8,0.021
1983,9,0.427
1983,10,0
1983,11,0.119
1983,12,0
1987,1,0.024
1987,2,0.225
1987,3,0.065
1987,4,0
1987,5,0
1987,6,0
1987,7,0
1987,8,0.023
1987,9,0.493
1987,10,0
1987,11,0.147
1987,12,0.024
1991,1,0.028
1991,2,0.264
1991,3,0.034
1991,4,0
1991,5,0
1991,6,0
1991,7,0.015
1991,8,0.029
1991,9,0.377
1991,10,0
1991,11,0.137
1991,12,0.115
1995,1,0.051
1995,2,0.242
1995,3,0.044
1995,4,0
1995,5,0
1995,6,0
1995,7,0.028
1995,8,0.023
1995,9,0.425
1995,10,0
1995,11,0.132
1995,12,0.056
1999,1,0.045
1999,2,0.288
1999,3,0.02
1999,4,0
1999,5,0
1999,6,0
1999,7,0.033
1999,8,0.056
1999,9,0.335
1999,10,0
1999,11,0.188
1999,12,0.036
2003,1,0.098
2003,2,0.249
2003,3,0.086
2003,4,0.02
2003,5,0
2003,6,0
2003,7,0.005
2003,8,0.033
2003,9,0.238
2003,10,0
2003,11,0.235
2003,12,0.035
2007,1,0.064
2007,2,0.239
2007,3,0.15
2007,4,0.019
2007,5,0
2007,6,0
2007,7,0.019
2007,8,0.087
2007,9,0.189
2007,10,0
2007,11,0.197
2007,12,0.034
2011,1,0.02
2011,2,0.222
2011,3,0.144
2011,4,0.019
2011,5,0.063
2011,6,0.024
2011,7,0.017
2011,8,0.064
2011,9,0.155
2011,10,0
2011,11,0.222
2011,12,0.049
2015,1,0.021
2015,2,0.193
2015,3,0.105
2015,4,0.002
2015,5,0.058
2015,6,0.035
2015,7,0.034
2015,8,0.085
2015,9,0.17
2015,10,0
2015,11,0.237
2015,12,0.059
