year,party,support
1975,1,0.003
1975,2,0.219
1975,3,0
1975,4,0.048
1975,5,0
1975,6,0
1975,7,0.029
1975,8,0
1975,9,0.017
1975,10,0
1975,11,0.576
1975,12,0.108
1979,1,0.004
1979,2,0.224
1979,3,0
1979,4,0.034
1979,5,0
1979,6,0
1979,7,0.006
1979,8,0.001
1979,9,0.031
1979,10,0
1979,11,0.625
1979,12,0.075
1983,1,0.008
1983,2,0.177
1983,3,0
1983,4,0.029
1983,5,0
1983,6,0
1983,7,0.057
1983,8,0
1983,9,0.021
1983,10,0
1983,11,0.585
1983,12,0.121
1987,1,0.003
1987,2,0.118
1987,3,0.079
1987,4,0.035
1987,5,0
1987,6,0
1987,7,0.026
1987,8,0.004
1987,9,0.108
1987,10,0
1987,11,0.501
1987,12,0.126
1991,1,0.002
1991,2,0.068
1991,3,0.068
1991,4,0.021
1991,5,0
1991,6,0
1991,7,0.02
1991,8,0
1991,9,0.059
1991,10,0
1991,11,0.499
1991,12,0.263
1995,1,0.002
1995,2,0.062
1995,3,0.043
1995,4,0.024
1995,5,0
1995,6,0
1995,7,0.006
1995,8,0.004
1995,9,0.053
1995,10,0
1995,11,0.391
1995,12,0.414
1999,1,0
1999,2,0.065
1999,3,0.026
1999,4,0.02
1999,5,0
1999,6,0
1999,7,0.027
1999,8,0.003
1999,9,0.122
1999,10,0
1999,11,0.35
1999,12,0.386
2003,1,0
2003,2,0.071
2003,3,0.044
2003,4,0.03
2003,5,0
2003,6,0
2003,7,0.004
2003,8,0.003
2003,9,0.125
2003,10,0
2003,11,0.439
2003,12,0.285
2007,1,0
2007,2,0.043
2007,3,0.038
2007,4,0.027
2007,5,0
2007,6,0
2007,7,0.011
2007,8,0.013
2007,9,0.11
2007,10,0
2007,11,0.429
2007,12,0.331
2011,1,0
2011,2,0.048
2011,3,0.024
2011,4,0.018
2011,5,0.025
2011,6,0.094
2011,7,0.015
2011,8,0.007
2011,9,0.036
2011,10,0
2011,11,0.605
2011,12,0.128
2015,1,0
2015,2,0.04
2015,3,0.022
2015,4,0.016
2015,5,0.033
2015,6,0.051
2015,7,0.014
2015,8,0.002
2015,9,0.041
2015,10,0
2015,11,0.689
2015,12,0.09
