year,party,support
1975,1,0.047
1975,2,0.126
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.008
1975,8,0.016
1975,9,0.655
1975,10,0
1975,11,0.073
1975,12,0.074
1979,1,0.051
1979,2,0.107
1979,3,0.027
1979,4,0
1979,5,0
1979,6,0
1979,7,0.008
1979,8,0.027
1979,9,0.739
1979,10,0
1979,11,0.041
1979,12,0
1983,1,0.048
1983,2,0.121
1983,3,0.091
1983,4,0
1983,5,0
1983,6,0
1983,7,0.036
1983,8,0.016
1983,9,0.653
1983,10,0
1983,11,0.019
1983,12,0.016
1987,1,0.038
1987,2,0.109
1987,3,0.079
1987,4,0
1987,5,0
1987,6,0
1987,7,0.008
1987,8,0.01
1987,9,0.73
1987,10,0
1987,11,0.008
1987,12,0.018
1991,1,0.033
1991,2,0.134
1991,3,0.075
1991,4,0
1991,5,0
1991,6,0
1991,7,0.02
1991,8,0.003
1991,9,0.634
1991,10,0
1991,11,0.033
1991,12,0.067
1995,1,0.059
1995,2,0.133
1995,3,0.057
1995,4,0
1995,5,0
1995,6,0
1995,7,0.055
1995,8,0.019
1995,9,0.54
1995,10,0
1995,11,0.112
1995,12,0.025
1999,1,0.05
1999,2,0.147
1999,3,0.108
1999,4,0
1999,5,0
1999,6,0
1999,7,0.037
1999,8,0.005
1999,9,0.538
1999,10,0
1999,11,0.064
1999,12,0.05
2003,1,0.072
2003,2,0.152
2003,3,0.068
2003,4,0
2003,5,0
2003,6,0
2003,7,0.019
2003,8,0.016
2003,9,0.357
2003,10,0
2003,11,0.279
2003,12,0.038
2007,1,0.031
2007,2,0.159
2007,3,0.119
2007,4,0.002
2007,5,0
2007,6,0
2007,7,0.067
2007,8,0.027
2007,9,0.282
2007,10,0
2007,11,0.301
2007,12,0.013
2011,1,0.01
2011,2,0.175
2011,3,0.125
2011,4,0.001
2011,5,0.074
2011,6,0.008
2011,7,0.013
2011,8,0.034
2011,9,0.256
2011,10,0
2011,11,0.272
2011,12,0.031
2015,1,0.002
2015,2,0.156
2015,3,0.098
2015,4,0.029
2015,5,0.073
2015,6,0.029
2015,7,0.038
2015,8,0.02
2015,9,0.241
2015,10,0
2015,11,0.306
2015,12,0.008
