year,party,support
1975,1,0.003
1975,2,0.033
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.014
1975,8,0.676
1975,9,0.273
1975,10,0
1975,11,0
1975,12,0
1979,1,0.019
1979,2,0.045
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.002
1979,8,0.637
1979,9,0.297
1979,10,0
1979,11,0
1979,12,0
1983,1,0.037
1983,2,0.042
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.003
1983,8,0.645
1983,9,0.263
1983,10,0
1983,11,0
1983,12,0.012
1987,1,0.05
1987,2,0.038
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.003
1987,8,0.595
1987,9,0.283
1987,10,0
1987,11,0
1987,12,0.032
1991,1,0
1991,2,0.064
1991,3,0.05
1991,4,0
1991,5,0
1991,6,0
1991,7,0.003
1991,8,0.588
1991,9,0.274
1991,10,0
1991,11,0
1991,12,0.02
1995,1,0.003
1995,2,0.059
1995,3,0.05
1995,4,0
1995,5,0
1995,6,0
1995,7,0.001
1995,8,0.461
1995,9,0.283
1995,10,0
1995,11,0.132
1995,12,0.012
1999,1,0
1999,2,0.041
1999,3,0.04
1999,4,0
1999,5,0
1999,6,0
1999,7,0.009
1999,8,0.434
1999,9,0.254
1999,10,0
1999,11,0.216
1999,12,0.007
2003,1,0
2003,2,0.046
2003,3,0.04
2003,4,0.001
2003,5,0
2003,6,0
2003,7,0.008
2003,8,0.331
2003,9,0.404
2003,10,0
2003,11,0.167
2003,12,0.003
2007,1,0
2007,2,0.058
2007,3,0.047
2007,4,0.005
2007,5,0
2007,6,0
2007,7,0.005
2007,8,0.374
2007,9,0.245
2007,10,0
2007,11,0.267
2007,12,0
2011,1,0
2011,2,0.067
2011,3,0.045
2011,4,0.002
2011,5,0.035
2011,6,0.019
2011,7,0.002
2011,8,0.327
2011,9,0.216
2011,10,0
2011,11,0.285
2011,12,0.002
2015,1,0
2015,2,0.077
2015,3,0.031
2015,4,0.003
2015,5,0.028
2015,6,0.011
2015,7,0.007
2015,8,0.315
2015,9,0.201
2015,10,0
2015,11,0.325
2015,12,0.002
