year,party,support
1975,1,0.001
1975,2,0.26
1975,3,0
1975,4,0.031
1975,5,0
1975,6,0
1975,7,0.055
1975,8,0.006
1975,9,0.164
1975,10,0
1975,11,0.443
1975,12,0.041
1979,1,0.01
1979,2,0.211
1979,3,0
1979,4,0.021
1979,5,0
1979,6,0
1979,7,0.04
1979,8,0.009
1979,9,0.158
1979,10,0
1979,11,0.503
1979,12,0.046
1983,1,0.017
1983,2,0.173
1983,3,0
1983,4,0.012
1983,5,0
1983,6,0
1983,7,0.093
1983,8,0.007
1983,9,0.155
1983,10,0
1983,11,0.482
1983,12,0.059
1987,1,0.02
1987,2,0.154
1987,3,0.06
1987,4,0.024
1987,5,0
1987,6,0
1987,7,0.071
1987,8,0.009
1987,9,0.308
1987,10,0
1987,11,0.283
1987,12,0.07
1991,1,0.018
1991,2,0.132
1991,3,0.072
1991,4,0.026
1991,5,0
1991,6,0
1991,7,0.048
1991,8,0.017
1991,9,0.163
1991,10,0
1991,11,0.343
1991,12,0.181
1995,1,0.012
1995,2,0.17
1995,3,0.044
1995,4,0.025
1995,5,0
1995,6,0
1995,7,0.008
1995,8,0.004
1995,9,0.209
1995,10,0
1995,11,0.362
1995,12,0.165
1999,1,0
1999,2,0.174
1999,3,0.044
1999,4,0.026
1999,5,0
1999,6,0
1999,7,0.01
1999,8,0.011
1999,9,0.164
1999,10,0
1999,11,0.428
1999,12,0.143
2003,1,0
2003,2,0.201
2003,3,0.049
2003,4,0.03
2003,5,0
2003,6,0
2003,7,0.011
2003,8,0.016
2003,9,0.186
2003,10,0
2003,11,0.406
2003,12,0.101
2007,1,0
2007,2,0.151
2007,3,0.098
2007,4,0.028
2007,5,0
2007,6,0
2007,7,0.013
2007,8,0.022
2007,9,0.259
2007,10,0
2007,11,0.34
2007,12,0.088
2011,1,0.002
2011,2,0.129
2011,3,0.1
2011,4,0.032
2011,5,0.038
2011,6,0.168
2011,7,0.024
2011,8,0.008
2011,9,0.123
2011,10,0
2011,11,0.307
2011,12,0.069
2015,1,0.004
2015,2,0.135
2015,3,0.098
2015,4,0.025
2015,5,0.044
2015,6,0.114
2015,7,0.023
2015,8,0.007
2015,9,0.078
2015,10,0
2015,11,0.418
2015,12,0.055
