year,party,support
1975,1,0.001
1975,2,0.249
1975,3,0
1975,4,0.051
1975,5,0
1975,6,0
1975,7,0.029
1975,8,0.003
1975,9,0.054
1975,10,0
1975,11,0.577
1975,12,0.037
1979,1,0.016
1979,2,0.256
1979,3,0
1979,4,0.065
1979,5,0
1979,6,0
1979,7,0.011
1979,8,0.003
1979,9,0.059
1979,10,0
1979,11,0.556
1979,12,0.035
1983,1,0.026
1983,2,0.226
1983,3,0
1983,4,0.06
1983,5,0
1983,6,0
1983,7,0.069
1983,8,0.003
1983,9,0.036
1983,10,0
1983,11,0.547
1983,12,0.034
1987,1,0.011
1987,2,0.163
1987,3,0.121
1987,4,0.051
1987,5,0
1987,6,0
1987,7,0.057
1987,8,0.004
1987,9,0.057
1987,10,0
1987,11,0.483
1987,12,0.053
1991,1,0.013
1991,2,0.141
1991,3,0.116
1991,4,0.06
1991,5,0
1991,6,0
1991,7,0.019
1991,8,0.004
1991,9,0.043
1991,10,0
1991,11,0.445
1991,12,0.16
1995,1,0.022
1995,2,0.163
1995,3,0.073
1995,4,0.064
1995,5,0
1995,6,0
1995,7,0.021
1995,8,0.009
1995,9,0.066
1995,10,0
1995,11,0.434
1995,12,0.15
1999,1,0
1999,2,0.233
1999,3,0.08
1999,4,0.049
1999,5,0
1999,6,0
1999,7,0.028
1999,8,0.004
1999,9,0.094
1999,10,0
1999,11,0.419
1999,12,0.093
2003,1,0
2003,2,0.261
2003,3,0.091
2003,4,0.05
2003,5,0
2003,6,0
2003,7,0.027
2003,8,0.006
2003,9,0.092
2003,10,0
2003,11,0.408
2003,12,0.065
2007,1,0
2007,2,0.159
2007,3,0.119
2007,4,0.05
2007,5,0
2007,6,0
2007,7,0.015
2007,8,0.025
2007,9,0.081
2007,10,0
2007,11,0.503
2007,12,0.048
2011,1,0
2011,2,0.134
2011,3,0.083
2011,4,0.026
2011,5,0.037
2011,6,0.168
2011,7,0.032
2011,8,0.009
2011,9,0.035
2011,10,0
2011,11,0.455
2011,12,0.022
2015,1,0.002
2015,2,0.125
2015,3,0.058
2015,4,0.03
2015,5,0.045
2015,6,0.127
2015,7,0.024
2015,8,0.004
2015,9,0.039
2015,10,0
2015,11,0.512
2015,12,0.033
