year,party,support
1975,1,0.009
1975,2,0.138
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.068
1975,8,0.302
1975,9,0.359
1975,10,0
1975,11,0
1975,12,0.125
1979,1,0
1979,2,0.147
1979,3,0
1979,4,0.038
1979,5,0
1979,6,0
1979,7,0.074
1979,8,0.361
1979,9,0.381
1979,10,0
1979,11,0
1979,12,0
1983,1,0.037
1983,2,0.134
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.093
1983,8,0.35
1983,9,0.372
1983,10,0
1983,11,0.014
1983,12,0
1987,1,0.053
1987,2,0.082
1987,3,0
1987,4,0.02
1987,5,0
1987,6,0
1987,7,0.083
1987,8,0.324
1987,9,0.372
1987,10,0
1987,11,0
1987,12,0.067
1991,1,0
1991,2,0.098
1991,3,0.069
1991,4,0
1991,5,0
1991,6,0
1991,7,0.088
1991,8,0.3
1991,9,0.244
1991,10,0
1991,11,0
1991,12,0.201
1995,1,0
1995,2,0.145
1995,3,0.069
1995,4,0.013
1995,5,0
1995,6,0
1995,7,0.091
1995,8,0.224
1995,9,0.261
1995,10,0
1995,11,0.071
1995,12,0.126
1999,1,0
1999,2,0.163
1999,3,0.056
1999,4,0.01
1999,5,0
1999,6,0
1999,7,0.041
1999,8,0.218
1999,9,0.229
1999,10,0
1999,11,0.242
1999,12,0.041
2003,1,0
2003,2,0.174
2003,3,0.09
2003,4,0.012
2003,5,0
2003,6,0
2003,7,0.013
2003,8,0.172
2003,9,0.221
2003,10,0
2003,11,0.295
2003,12,0.022
2007,1,0
2007,2,0.15
2007,3,0.085
2007,4,0.026
2007,5,0.031
2007,6,0
2007,7,0.012
2007,8,0.166
2007,9,0.199
2007,10,0
2007,11,0.319
2007,12,0.014
2011,1,0
2011,2,0.172
2011,3,0.063
2011,4,0.022
2011,5,0.065
2011,6,0.03
2011,7,0
2011,8,0.188
2011,9,0.148
2011,10,0
2011,11,0.3
2011,12,0.011
2015,1,0
2015,2,0.155
2015,3,0.077
2015,4,0.016
2015,5,0.041
2015,6,0.042
2015,7,0.022
2015,8,0.151
2015,9,0.153
2015,10,0
2015,11,0.331
2015,12,0.012
