year,party,support
1975,1,0.019
1975,2,0.114
1975,3,0
1975,4,0.058
1975,5,0
1975,6,0
1975,7,0.093
1975,8,0.016
1975,9,0.116
1975,10,0
1975,11,0.443
1975,12,0.14
1979,1,0.043
1979,2,0.147
1979,3,0.011
1979,4,0.037
1979,5,0
1979,6,0
1979,7,0.07
1979,8,0.035
1979,9,0.133
1979,10,0
1979,11,0.491
1979,12,0.033
1983,1,0.046
1983,2,0.17
1983,3,0.035
1983,4,0.07
1983,5,0
1983,6,0
1983,7,0.079
1983,8,0.019
1983,9,0.157
1983,10,0
1983,11,0.36
1983,12,0.063
1987,1,0.031
1987,2,0.097
1987,3,0.098
1987,4,0.05
1987,5,0
1987,6,0
1987,7,0.106
1987,8,0.014
1987,9,0.173
1987,10,0
1987,11,0.289
1987,12,0.141
1991,1,0.02
1991,2,0.146
1991,3,0.079
1991,4,0.058
1991,5,0
1991,6,0
1991,7,0.058
1991,8,0.019
1991,9,0.18
1991,10,0
1991,11,0.291
1991,12,0.149
1995,1,0.025
1995,2,0.153
1995,3,0.065
1995,4,0.053
1995,5,0
1995,6,0
1995,7,0.041
1995,8,0.012
1995,9,0.185
1995,10,0
1995,11,0.37
1995,12,0.094
1999,1,0.008
1999,2,0.207
1999,3,0.038
1999,4,0.037
1999,5,0
1999,6,0
1999,7,0.037
1999,8,0.031
1999,9,0.156
1999,10,0
1999,11,0.436
1999,12,0.049
2003,1,0.004
2003,2,0.207
2003,3,0.083
2003,4,0.068
2003,5,0
2003,6,0
2003,7,0.022
2003,8,0.036
2003,9,0.138
2003,10,0
2003,11,0.408
2003,12,0.034
2007,1,0.006
2007,2,0.134
2007,3,0.098
2007,4,0.056
2007,5,0.073
2007,6,0
2007,7,0.003
2007,8,0.064
2007,9,0.102
2007,10,0
2007,11,0.409
2007,12,0.054
2011,1,0.001
2011,2,0.123
2011,3,0.068
2011,4,0.048
2011,5,0.132
2011,6,0.073
2011,7,0.024
2011,8,0.035
2011,9,0.081
2011,10,0
2011,11,0.366
2011,12,0.048
2015,1,0.001
2015,2,0.129
2015,3,0.062
2015,4,0.048
2015,5,0.072
2015,6,0.052
2015,7,0.024
2015,8,0.035
2015,9,0.11
2015,10,0
2015,11,0.411
2015,12,0.055
