year,party,support
1975,1,0
1975,2,0.095
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.053
1975,8,0.242
1975,9,0.113
1975,10,0
1975,11,0.408
1975,12,0.09
1979,1,0
1979,2,0.105
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.045
1979,8,0.25
1979,9,0.163
1979,10,0
1979,11,0.41
1979,12,0.028
1983,1,0
1983,2,0.094
1983,3,0.061
1983,4,0.079
1983,5,0
1983,6,0
1983,7,0.036
1983,8,0.23
1983,9,0.145
1983,10,0
1983,11,0.337
1983,12,0.018
1987,1,0.002
1987,2,0.059
1987,3,0.089
1987,4,0
1987,5,0
1987,6,0
1987,7,0.102
1987,8,0.18
1987,9,0.168
1987,10,0
1987,11,0.322
1987,12,0.079
1991,1,0
1991,2,0.081
1991,3,0.085
1991,4,0.037
1991,5,0
1991,6,0
1991,7,0.043
1991,8,0.141
1991,9,0.206
1991,10,0
1991,11,0.304
1991,12,0.103
1995,1,0
1995,2,0.111
1995,3,0.075
1995,4,0.03
1995,5,0
1995,6,0
1995,7,0.023
1995,8,0.12
1995,9,0.152
1995,10,0
1995,11,0.336
1995,12,0.152
1999,1,0
1999,2,0.105
1999,3,0.037
1999,4,0.046
1999,5,0
1999,6,0
1999,7,0.041
1999,8,0.129
1999,9,0.172
1999,10,0
1999,11,0.377
1999,12,0.092
2003,1,0
2003,2,0.08
2003,3,0.062
2003,4,0.039
2003,5,0
2003,6,0
2003,7,0.018
2003,8,0.179
2003,9,0.116
2003,10,0
2003,11,0.437
2003,12,0.071
2007,1,0
2007,2,0.06
2007,3,0.087
2007,4,0.042
2007,5,0
2007,6,0
2007,7,0.016
2007,8,0.159
2007,9,0.139
2007,10,0
2007,11,0.435
2007,12,0.061
2011,1,0
2011,2,0.058
2011,3,0.043
2011,4,0.046
2011,5,0.047
2011,6,0.049
2011,7,0
2011,8,0.165
2011,9,0.116
2011,10,0
2011,11,0.41
2011,12,0.067
2015,1,0
2015,2,0.065
2015,3,0.029
2015,4,0.043
2015,5,0.067
2015,6,0.032
2015,7,0.001
2015,8,0.157
2015,9,0.128
2015,10,0
2015,11,0.411
2015,12,0.065
