year,party,support
1975,1,0.011
1975,2,0.241
1975,3,0
1975,4,0.043
1975,5,0
1975,6,0
1975,7,0.027
1975,8,0
1975,9,0.039
1975,10,0
1975,11,0.552
1975,12,0.088
1979,1,0.006
1979,2,0.288
1979,3,0
1979,4,0.026
1979,5,0
1979,6,0
1979,7,0.012
1979,8,0
1979,9,0.038
1979,10,0
1979,11,0.611
1979,12,0.018
1983,1,0.018
1983,2,0.319
1983,3,0
1983,4,0.037
1983,5,0
1983,6,0
1983,7,0.025
1983,8,0.001
1983,9,0.022
1983,10,0
1983,11,0.52
1983,12,0.056
1987,1,0.002
1987,2,0.249
1987,3,0.045
1987,4,0.031
1987,5,0
1987,6,0
1987,7,0.024
1987,8,0.019
1987,9,0.03
1987,10,0
1987,11,0.564
1987,12,0.037
1991,1,0.003
1991,2,0.173
1991,3,0.109
1991,4,0.022
1991,5,0
1991,6,0
1991,7,0.013
1991,8,0.004
1991,9,0.038
1991,10,0
1991,11,0.51
1991,12,0.129
1995,1,0.014
1995,2,0.235
1995,3,0.026
1995,4,0.022
1995,5,0
1995,6,0
1995,7,0.006
1995,8,0.003
1995,9,0.056
1995,10,0
1995,11,0.467
1995,12,0.17
1999,1,0
1999,2,0.237
1999,3,0.032
1999,4,0.024
1999,5,0
1999,6,0
1999,7,0.049
1999,8,0.009
1999,9,0.067
1999,10,0
1999,11,0.492
1999,12,0.091
2003,1,0
2003,2,0.23
2003,3,0.052
2003,4,0.024
2003,5,0
2003,6,0
2003,7,0.023
2003,8,0.02
2003,9,0.047
2003,10,0
2003,11,0.564
2003,12,0.039
2007,1,0
2007,2,0.15
2007,3,0.04
2007,4,0.047
2007,5,0
2007,6,0
2007,7,0.019
2007,8,0.019
2007,9,0.03
2007,10,0
2007,11,0.615
2007,12,0.081
2011,1,0.003
2011,2,0.158
2011,3,0.015
2011,4,0.008
2011,5,0.012
2011,6,0.172
2011,7,0.047
2011,8,0.005
2011,9,0.016
2011,10,0
2011,11,0.549
2011,12,0.016
2015,1,0
2015,2,0.147
2015,3,0.024
2015,4,0.007
2015,5,0.029
2015,6,0.17
2015,7,0.022
2015,8,0.003
2015,9,0.012
2015,10,0
2015,11,0.553
2015,12,0.031
