year,party,support
1975,1,0
1975,2,0.319
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.007
1975,8,0.471
1975,9,0.174
1975,10,0
1975,11,0.029
1975,12,0
1979,1,0
1979,2,0.383
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.384
1979,9,0.122
1979,10,0
1979,11,0.112
1979,12,0
1983,1,0
1983,2,0.328
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.04
1983,8,0.387
1983,9,0.115
1983,10,0
1983,11,0.131
1983,12,0
1987,1,0.012
1987,2,0.342
1987,3,0.053
1987,4,0
1987,5,0
1987,6,0
1987,7,0.028
1987,8,0.305
1987,9,0.096
1987,10,0
1987,11,0.163
1987,12,0
1991,1,0
1991,2,0.211
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.126
1991,8,0.4
1991,9,0.108
1991,10,0
1991,11,0.129
1991,12,0.026
1995,1,0.026
1995,2,0.173
1995,3,0.005
1995,4,0
1995,5,0
1995,6,0
1995,7,0.179
1995,8,0.358
1995,9,0.13
1995,10,0
1995,11,0.127
1995,12,0.002
1999,1,0
1999,2,0.206
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.174
1999,8,0.423
1999,9,0.077
1999,10,0
1999,11,0.116
1999,12,0.004
2003,1,0
2003,2,0.182
2003,3,0.027
2003,4,0.001
2003,5,0
2003,6,0
2003,7,0.123
2003,8,0.262
2003,9,0.144
2003,10,0
2003,11,0.252
2003,12,0.01
2007,1,0
2007,2,0.243
2007,3,0.063
2007,4,0.004
2007,5,0
2007,6,0
2007,7,0.051
2007,8,0.251
2007,9,0.095
2007,10,0
2007,11,0.281
2007,12,0.012
2011,1,0
2011,2,0.278
2011,3,0.05
2011,4,0.003
2011,5,0.027
2011,6,0.012
2011,7,0.05
2011,8,0.224
2011,9,0.097
2011,10,0
2011,11,0.245
2011,12,0.013
2015,1,0
2015,2,0.252
2015,3,0.05
2015,4,0.008
2015,5,0.022
2015,6,0.014
2015,7,0.015
2015,8,0.212
2015,9,0.109
2015,10,0
2015,11,0.292
2015,12,0.025
