year,party,support
1975,1,0.004
1975,2,0.415
1975,3,0
1975,4,0.033
1975,5,0
1975,6,0
1975,7,0.033
1975,8,0.002
1975,9,0.162
1975,10,0
1975,11,0.311
1975,12,0.038
1979,1,0.006
1979,2,0.393
1979,3,0
1979,4,0.02
1979,5,0
1979,6,0
1979,7,0.013
1979,8,0.003
1979,9,0.206
1979,10,0
1979,11,0.327
1979,12,0.031
1983,1,0.02
1983,2,0.306
1983,3,0
1983,4,0.012
1983,5,0
1983,6,0
1983,7,0.051
1983,8,0.004
1983,9,0.223
1983,10,0
1983,11,0.337
1983,12,0.047
1987,1,0.011
1987,2,0.214
1987,3,0.073
1987,4,0.018
1987,5,0
1987,6,0
1987,7,0.044
1987,8,0.002
1987,9,0.205
1987,10,0
1987,11,0.336
1987,12,0.098
1991,1,0.01
1991,2,0.181
1991,3,0.061
1991,4,0.021
1991,5,0
1991,6,0
1991,7,0.041
1991,8,0.008
1991,9,0.151
1991,10,0
1991,11,0.348
1991,12,0.178
1995,1,0.01
1995,2,0.214
1995,3,0.032
1995,4,0.014
1995,5,0
1995,6,0
1995,7,0.02
1995,8,0.005
1995,9,0.167
1995,10,0
1995,11,0.363
1995,12,0.174
1999,1,0
1999,2,0.245
1999,3,0.057
1999,4,0.022
1999,5,0
1999,6,0
1999,7,0.02
1999,8,0.011
1999,9,0.175
1999,10,0
1999,11,0.394
1999,12,0.074
2003,1,0
2003,2,0.239
2003,3,0.041
2003,4,0.047
2003,5,0
2003,6,0
2003,7,0.005
2003,8,0.012
2003,9,0.197
2003,10,0
2003,11,0.409
2003,12,0.049
2007,1,0
2007,2,0.173
2007,3,0.054
2007,4,0.025
2007,5,0
2007,6,0
2007,7,0.015
2007,8,0.035
2007,9,0.173
2007,10,0
2007,11,0.46
2007,12,0.065
2011,1,0
2011,2,0.139
2011,3,0.034
2011,4,0.036
2011,5,0.045
2011,6,0.14
2011,7,0.047
2011,8,0.019
2011,9,0.12
2011,10,0
2011,11,0.391
2011,12,0.03
2015,1,0
2015,2,0.137
2015,3,0.045
2015,4,0.024
2015,5,0.054
2015,6,0.123
2015,7,0.015
2015,8,0.011
2015,9,0.117
2015,10,0
2015,11,0.431
2015,12,0.042
