year,party,support
1975,1,0.01
1975,2,0.214
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.057
1975,8,0.47
1975,9,0.178
1975,10,0
1975,11,0
1975,12,0.071
1979,1,0
1979,2,0.246
1979,3,0
1979,4,0.007
1979,5,0
1979,6,0
1979,7,0.096
1979,8,0.439
1979,9,0.212
1979,10,0
1979,11,0
1979,12,0
1983,1,0.038
1983,2,0.239
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.08
1983,8,0.405
1983,9,0.226
1983,10,0
1983,11,0.012
1983,12,0
1987,1,0.076
1987,2,0.18
1987,3,0
1987,4,0.01
1987,5,0
1987,6,0
1987,7,0.094
1987,8,0.418
1987,9,0.191
1987,10,0
1987,11,0
1987,12,0.03
1991,1,0
1991,2,0.188
1991,3,0.067
1991,4,0
1991,5,0
1991,6,0
1991,7,0.119
1991,8,0.357
1991,9,0.15
1991,10,0
1991,11,0
1991,12,0.119
1995,1,0
1995,2,0.247
1995,3,0.054
1995,4,0.007
1995,5,0
1995,6,0
1995,7,0.074
1995,8,0.265
1995,9,0.133
1995,10,0
1995,11,0.113
1995,12,0.108
1999,1,0
1999,2,0.236
1999,3,0.032
1999,4,0.004
1999,5,0
1999,6,0
1999,7,0.021
1999,8,0.252
1999,9,0.15
1999,10,0
1999,11,0.273
1999,12,0.031
2003,1,0
2003,2,0.243
2003,3,0.046
2003,4,0.007
2003,5,0
2003,6,0
2003,7,0.012
2003,8,0.221
2003,9,0.123
2003,10,0
2003,11,0.336
2003,12,0.011
2007,1,0
2007,2,0.194
2007,3,0.054
2007,4,0.01
2007,5,0.023
2007,6,0
2007,7,0.007
2007,8,0.217
2007,9,0.135
2007,10,0
2007,11,0.352
2007,12,0.006
2011,1,0
2011,2,0.212
2011,3,0.052
2011,4,0.009
2011,5,0.09
2011,6,0.043
2011,7,0
2011,8,0.2
2011,9,0.105
2011,10,0
2011,11,0.282
2011,12,0.008
2015,1,0
2015,2,0.203
2015,3,0.037
2015,4,0.012
2015,5,0.101
2015,6,0.036
2015,7,0.02
2015,8,0.149
2015,9,0.121
2015,10,0
2015,11,0.317
2015,12,0.004
