year,party,support
1975,1,0.01
1975,2,0.056
1975,3,0
1975,4,0.017
1975,5,0
1975,6,0
1975,7,0.103
1975,8,0.075
1975,9,0.237
1975,10,0
1975,11,0.438
1975,12,0.064
1979,1,0.009
1979,2,0.091
1979,3,0.013
1979,4,0.027
1979,5,0
1979,6,0
1979,7,0.065
1979,8,0.071
1979,9,0.222
1979,10,0
1979,11,0.485
1979,12,0.018
1983,1,0.029
1983,2,0.098
1983,3,0.041
1983,4,0.029
1983,5,0
1983,6,0
1983,7,0.07
1983,8,0.072
1983,9,0.226
1983,10,0
1983,11,0.391
1983,12,0.043
1987,1,0.019
1987,2,0.089
1987,3,0.062
1987,4,0.022
1987,5,0
1987,6,0
1987,7,0.103
1987,8,0.057
1987,9,0.208
1987,10,0
1987,11,0.407
1987,12,0.033
1991,1,0.008
1991,2,0.118
1991,3,0.072
1991,4,0.017
1991,5,0
1991,6,0
1991,7,0.065
1991,8,0.046
1991,9,0.169
1991,10,0
1991,11,0.403
1991,12,0.102
1995,1,0.01
1995,2,0.161
1995,3,0.044
1995,4,0.007
1995,5,0
1995,6,0
1995,7,0.061
1995,8,0.051
1995,9,0.211
1995,10,0
1995,11,0.408
1995,12,0.047
1999,1,0.01
1999,2,0.148
1999,3,0.024
1999,4,0.018
1999,5,0
1999,6,0
1999,7,0.076
1999,8,0.061
1999,9,0.216
1999,10,0
1999,11,0.421
1999,12,0.026
2003,1,0.007
2003,2,0.146
2003,3,0.045
2003,4,0.014
2003,5,0
2003,6,0
2003,7,0.099
2003,8,0.063
2003,9,0.171
2003,10,0
2003,11,0.438
2003,12,0.017
2007,1,0.001
2007,2,0.118
2007,3,0.057
2007,4,0.031
2007,5,0.057
2007,6,0
2007,7,0.001
2007,8,0.094
2007,9,0.157
2007,10,0
2007,11,0.46
2007,12,0.024
2011,1,0
2011,2,0.105
2011,3,0.058
2011,4,0.017
2011,5,0.091
2011,6,0.064
2011,7,0.006
2011,8,0.056
2011,9,0.153
2011,10,0
2011,11,0.432
2011,12,0.016
2015,1,0
2015,2,0.125
2015,3,0.031
2015,4,0.015
2015,5,0.081
2015,6,0.058
2015,7,0.019
2015,8,0.061
2015,9,0.199
2015,10,0
2015,11,0.391
2015,12,0.019
