year,party,support
1975,1,0.008
1975,2,0.308
1975,3,0
1975,4,0.029
1975,5,0
1975,6,0
1975,7,0.085
1975,8,0.033
1975,9,0.297
1975,10,0
1975,11,0.163
1975,12,0.077
1979,1,0.04
1979,2,0.267
1979,3,0
1979,4,0.033
1979,5,0
1979,6,0
1979,7,0.059
1979,8,0.029
1979,9,0.33
1979,10,0
1979,11,0.193
1979,12,0.049
1983,1,0.046
1983,2,0.209
1983,3,0
1983,4,0.021
1983,5,0
1983,6,0
1983,7,0.162
1983,8,0.022
1983,9,0.261
1983,10,0
1983,11,0.171
1983,12,0.109
1987,1,0.037
1987,2,0.196
1987,3,0.151
1987,4,0.026
1987,5,0
1987,6,0
1987,7,0.078
1987,8,0.018
1987,9,0.27
1987,10,0
1987,11,0.15
1987,12,0.073
1991,1,0.019
1991,2,0.215
1991,3,0.142
1991,4,0.02
1991,5,0
1991,6,0
1991,7,0.053
1991,8,0.024
1991,9,0.234
1991,10,0
1991,11,0.14
1991,12,0.152
1995,1,0.021
1995,2,0.275
1995,3,0.078
1995,4,0.022
1995,5,0
1995,6,0
1995,7,0.033
1995,8,0.027
1995,9,0.281
1995,10,0
1995,11,0.12
1995,12,0.143
1999,1,0
1999,2,0.316
1999,3,0.089
1999,4,0.018
1999,5,0
1999,6,0
1999,7,0.018
1999,8,0.027
1999,9,0.286
1999,10,0
1999,11,0.173
1999,12,0.073
2003,1,0
2003,2,0.32
2003,3,0.128
2003,4,0.026
2003,5,0
2003,6,0
2003,7,0.01
2003,8,0.035
2003,9,0.247
2003,10,0
2003,11,0.19
2003,12,0.044
2007,1,0
2007,2,0.235
2007,3,0.172
2007,4,0.033
2007,5,0
2007,6,0
2007,7,0.009
2007,8,0.062
2007,9,0.238
2007,10,0
2007,11,0.224
2007,12,0.026
2011,1,0.003
2011,2,0.223
2011,3,0.146
2011,4,0.017
2011,5,0.082
2011,6,0.152
2011,7,0.026
2011,8,0.025
2011,9,0.139
2011,10,0
2011,11,0.179
2011,12,0.009
2015,1,0.003
2015,2,0.25
2015,3,0.113
2015,4,0.019
2015,5,0.098
2015,6,0.11
2015,7,0.015
2015,8,0.029
2015,9,0.158
2015,10,0
2015,11,0.196
2015,12,0.01
