year,party,support
1975,1,0.025
1975,2,0.147
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.129
1975,8,0.074
1975,9,0.363
1975,10,0
1975,11,0.198
1975,12,0.065
1979,1,0.037
1979,2,0.147
1979,3,0
1979,4,0.047
1979,5,0
1979,6,0
1979,7,0.127
1979,8,0.07
1979,9,0.439
1979,10,0
1979,11,0.132
1979,12,0
1983,1,0.081
1983,2,0.174
1983,3,0.021
1983,4,0
1983,5,0
1983,6,0
1983,7,0.046
1983,8,0.065
1983,9,0.419
1983,10,0
1983,11,0.163
1983,12,0.032
1987,1,0.048
1987,2,0.122
1987,3,0.093
1987,4,0.053
1987,5,0
1987,6,0
1987,7,0.028
1987,8,0.071
1987,9,0.322
1987,10,0
1987,11,0.173
1987,12,0.087
1991,1,0
1991,2,0.133
1991,3,0.098
1991,4,0.03
1991,5,0
1991,6,0
1991,7,0
1991,8,0.047
1991,9,0.417
1991,10,0
1991,11,0.146
1991,12,0.129
1995,1,0
1995,2,0.19
1995,3,0.122
1995,4,0.017
1995,5,0
1995,6,0
1995,7,0.101
1995,8,0.062
1995,9,0.265
1995,10,0
1995,11,0.124
1995,12,0.118
1999,1,0
1999,2,0.19
1999,3,0.106
1999,4,0.019
1999,5,0
1999,6,0
1999,7,0.032
1999,8,0.063
1999,9,0.301
1999,10,0
1999,11,0.183
1999,12,0.107
2003,1,0
2003,2,0.187
2003,3,0.151
2003,4,0.035
2003,5,0
2003,6,0
2003,7,0.014
2003,8,0.048
2003,9,0.239
2003,10,0
2003,11,0.29
2003,12,0.035
2007,1,0
2007,2,0.187
2007,3,0.154
2007,4,0.05
2007,5,0
2007,6,0
2007,7,0
2007,8,0.078
2007,9,0.228
2007,10,0
2007,11,0.286
2007,12,0.018
2011,1,0
2011,2,0.174
2011,3,0.173
2011,4,0.061
2011,5,0.062
2011,6,0.073
2011,7,0
2011,8,0.055
2011,9,0.146
2011,10,0
2011,11,0.252
2011,12,0.005
2015,1,0
2015,2,0.185
2015,3,0.201
2015,4,0.031
2015,5,0.032
2015,6,0.024
2015,7,0.004
2015,8,0.059
2015,9,0.192
2015,10,0
2015,11,0.267
2015,12,0.004
