year,party,support
1975,1,0.043
1975,2,0.164
1975,3,0.001
1975,4,0
1975,5,0
1975,6,0
1975,7,0.087
1975,8,0.008
1975,9,0.419
1975,10,0
1975,11,0.167
1975,12,0.111
1979,1,0.024
1979,2,0.128
1979,3,0.043
1979,4,0
1979,5,0
1979,6,0
1979,7,0.025
1979,8,0.051
1979,9,0.496
1979,10,0
1979,11,0.232
1979,12,0
1983,1,0.056
1983,2,0.156
1983,3,0.043
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0
1983,9,0.532
1983,10,0
1983,11,0.155
1983,12,0.058
1987,1,0.005
1987,2,0.056
1987,3,0.094
1987,4,0
1987,5,0
1987,6,0
1987,7,0.023
1987,8,0.005
1987,9,0.591
1987,10,0
1987,11,0.225
1987,12,0.001
1991,1,0.056
1991,2,0.099
1991,3,0.006
1991,4,0
1991,5,0
1991,6,0
1991,7,0.011
1991,8,0
1991,9,0.594
1991,10,0
1991,11,0.175
1991,12,0.059
1995,1,0.045
1995,2,0.09
1995,3,0.03
1995,4,0
1995,5,0
1995,6,0
1995,7,0.024
1995,8,0.011
1995,9,0.513
1995,10,0
1995,11,0.234
1995,12,0.053
1999,1,0.022
1999,2,0.066
1999,3,0.051
1999,4,0
1999,5,0
1999,6,0
1999,7,0.036
1999,8,0.012
1999,9,0.555
1999,10,0
1999,11,0.245
1999,12,0.012
2003,1,0.068
2003,2,0.086
2003,3,0.092
2003,4,0.017
2003,5,0
2003,6,0
2003,7,0.016
2003,8,0.045
2003,9,0.51
2003,10,0
2003,11,0.161
2003,12,0.003
2007,1,0.058
2007,2,0.122
2007,3,0.162
2007,4,0.003
2007,5,0
2007,6,0
2007,7,0.037
2007,8,0.087
2007,9,0.295
2007,10,0
2007,11,0.206
2007,12,0.031
2011,1,0.014
2011,2,0.144
2011,3,0.126
2011,4,0.015
2011,5,0.037
2011,6,0.001
2011,7,0.016
2011,8,0.037
2011,9,0.332
2011,10,0
2011,11,0.277
2011,12,0.004
2015,1,0.005
2015,2,0.131
2015,3,0.092
2015,4,0
2015,5,0.049
2015,6,0.011
2015,7,0.012
2015,8,0.023
2015,9,0.405
2015,10,0
2015,11,0.272
2015,12,0
