year,party,support
1975,1,0
1975,2,0.015
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.002
1975,8,0.936
1975,9,0.017
1975,10,0
1975,11,0.025
1975,12,0.005
1979,1,0
1979,2,0.044
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.922
1979,9,0.015
1979,10,0
1979,11,0.019
1979,12,0
1983,1,0
1983,2,0.061
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.879
1983,9,0.041
1983,10,0
1983,11,0.019
1983,12,0
1987,1,0.017
1987,2,0.115
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.041
1987,8,0.776
1987,9,0.018
1987,10,0
1987,11,0.032
1987,12,0
1991,1,0.01
1991,2,0.142
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.114
1991,8,0.665
1991,9,0.029
1991,10,0
1991,11,0.04
1991,12,0
1995,1,0.004
1995,2,0.076
1995,3,0.024
1995,4,0
1995,5,0
1995,6,0
1995,7,0.011
1995,8,0.75
1995,9,0.043
1995,10,0
1995,11,0.093
1995,12,0
1999,1,0
1999,2,0.113
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.034
1999,8,0.744
1999,9,0.036
1999,10,0
1999,11,0.072
1999,12,0
2003,1,0
2003,2,0.067
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.807
2003,9,0.022
2003,10,0
2003,11,0.096
2003,12,0.008
2007,1,0
2007,2,0.091
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0
2007,8,0.716
2007,9,0.043
2007,10,0
2007,11,0.144
2007,12,0.004
2011,1,0
2011,2,0.046
2011,3,0.009
2011,4,0
2011,5,0.028
2011,6,0.06
2011,7,0
2011,8,0.739
2011,9,0.043
2011,10,0
2011,11,0.071
2011,12,0.003
2015,1,0
2015,2,0.057
2015,3,0
2015,4,0
2015,5,0.025
2015,6,0.058
2015,7,0
2015,8,0.684
2015,9,0.03
2015,10,0
2015,11,0.146
2015,12,0
