year,party,support
1975,1,0.071
1975,2,0.22
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.001
1975,8,0.014
1975,9,0.59
1975,10,0
1975,11,0.083
1975,12,0.02
1979,1,0.062
1979,2,0.214
1979,3,0.01
1979,4,0
1979,5,0
1979,6,0
1979,7,0.012
1979,8,0.005
1979,9,0.633
1979,10,0
1979,11,0.062
1979,12,0
1983,1,0.044
1983,2,0.16
1983,3,0.047
1983,4,0
1983,5,0
1983,6,0
1983,7,0.002
1983,8,0.003
1983,9,0.688
1983,10,0
1983,11,0.054
1983,12,0.001
1987,1,0.044
1987,2,0.19
1987,3,0.062
1987,4,0
1987,5,0
1987,6,0
1987,7,0.023
1987,8,0.01
1987,9,0.62
1987,10,0
1987,11,0.035
1987,12,0.016
1991,1,0.02
1991,2,0.223
1991,3,0.023
1991,4,0
1991,5,0
1991,6,0
1991,7,0.044
1991,8,0.009
1991,9,0.601
1991,10,0
1991,11,0.05
1991,12,0.031
1995,1,0.1
1995,2,0.271
1995,3,0.008
1995,4,0
1995,5,0
1995,6,0
1995,7,0.023
1995,8,0.023
1995,9,0.489
1995,10,0
1995,11,0.082
1995,12,0.004
1999,1,0.064
1999,2,0.264
1999,3,0.031
1999,4,0
1999,5,0
1999,6,0
1999,7,0.028
1999,8,0.013
1999,9,0.469
1999,10,0
1999,11,0.125
1999,12,0.006
2003,1,0.069
2003,2,0.214
2003,3,0.108
2003,4,0.003
2003,5,0
2003,6,0
2003,7,0.001
2003,8,0.019
2003,9,0.367
2003,10,0
2003,11,0.207
2003,12,0.013
2007,1,0.072
2007,2,0.241
2007,3,0.102
2007,4,0.002
2007,5,0
2007,6,0
2007,7,0.032
2007,8,0.036
2007,9,0.226
2007,10,0
2007,11,0.271
2007,12,0.018
2011,1,0.031
2011,2,0.227
2011,3,0.114
2011,4,0.006
2011,5,0.024
2011,6,0.001
2011,7,0.001
2011,8,0.047
2011,9,0.218
2011,10,0
2011,11,0.312
2011,12,0.019
2015,1,0.029
2015,2,0.141
2015,3,0.119
2015,4,0.001
2015,5,0.021
2015,6,0.055
2015,7,0.044
2015,8,0.008
2015,9,0.285
2015,10,0
2015,11,0.295
2015,12,0.001
