year,party,support
1975,1,0
1975,2,0.251
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.099
1975,8,0.369
1975,9,0.28
1975,10,0
1975,11,0
1975,12,0
1979,1,0
1979,2,0.178
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.075
1979,8,0.43
1979,9,0.316
1979,10,0
1979,11,0
1979,12,0
1983,1,0
1983,2,0.197
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.023
1983,8,0.419
1983,9,0.361
1983,10,0
1983,11,0
1983,12,0
1987,1,0
1987,2,0.166
1987,3,0.021
1987,4,0
1987,5,0
1987,6,0
1987,7,0.005
1987,8,0.365
1987,9,0.442
1987,10,0
1987,11,0
1987,12,0
1991,1,0
1991,2,0.143
1991,3,0.029
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0.317
1991,9,0.511
1991,10,0
1991,11,0
1991,12,0
1995,1,0.027
1995,2,0.179
1995,3,0.022
1995,4,0
1995,5,0
1995,6,0
1995,7,0
1995,8,0.388
1995,9,0.384
1995,10,0
1995,11,0
1995,12,0
1999,1,0
1999,2,0.233
1999,3,0.03
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0.304
1999,9,0.353
1999,10,0
1999,11,0.08
1999,12,0
2003,1,0
2003,2,0.17
2003,3,0.033
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.259
2003,9,0.365
2003,10,0
2003,11,0.173
2003,12,0
2007,1,0
2007,2,0.212
2007,3,0.061
2007,4,0
2007,5,0
2007,6,0
2007,7,0.032
2007,8,0.287
2007,9,0.227
2007,10,0
2007,11,0.181
2007,12,0
2011,1,0
2011,2,0.226
2011,3,0.072
2011,4,0
2011,5,0
2011,6,0.008
2011,7,0.016
2011,8,0.224
2011,9,0.237
2011,10,0
2011,11,0.216
2011,12,0
2015,1,0
2015,2,0.199
2015,3,0.074
2015,4,0
2015,5,0
2015,6,0
2015,7,0.031
2015,8,0.231
2015,9,0.252
2015,10,0
2015,11,0.213
2015,12,0
