year,party,support
1975,1,0
1975,2,0.32
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.025
1975,9,0.106
1975,10,0
1975,11,0.515
1975,12,0.033
1979,1,0
1979,2,0.534
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.003
1979,9,0.131
1979,10,0
1979,11,0.331
1979,12,0
1983,1,0
1983,2,0.368
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.054
1983,9,0.122
1983,10,0
1983,11,0.457
1983,12,0
1987,1,0.107
1987,2,0.344
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.067
1987,8,0.007
1987,9,0.124
1987,10,0
1987,11,0.351
1987,12,0
1991,1,0.057
1991,2,0.491
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.025
1991,8,0.023
1991,9,0.124
1991,10,0
1991,11,0.279
1991,12,0
1995,1,0.005
1995,2,0.338
1995,3,0.011
1995,4,0
1995,5,0
1995,6,0
1995,7,0.008
1995,8,0.035
1995,9,0.154
1995,10,0
1995,11,0.449
1995,12,0
1999,1,0
1999,2,0.41
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.064
1999,8,0.09
1999,9,0.134
1999,10,0
1999,11,0.302
1999,12,0
2003,1,0
2003,2,0.396
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.065
2003,9,0.17
2003,10,0
2003,11,0.361
2003,12,0.007
2007,1,0
2007,2,0.325
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0
2007,8,0.095
2007,9,0.272
2007,10,0
2007,11,0.304
2007,12,0.004
2011,1,0
2011,2,0.183
2011,3,0.024
2011,4,0
2011,5,0.113
2011,6,0.303
2011,7,0
2011,8,0.09
2011,9,0.108
2011,10,0
2011,11,0.169
2011,12,0.01
2015,1,0
2015,2,0.196
2015,3,0
2015,4,0
2015,5,0.085
2015,6,0.181
2015,7,0.006
2015,8,0.057
2015,9,0.191
2015,10,0
2015,11,0.284
2015,12,0
