year,party,support
1975,1,0
1975,2,0.249
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.005
1975,8,0.44
1975,9,0.081
1975,10,0
1975,11,0.225
1975,12,0
1979,1,0
1979,2,0.264
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.378
1979,9,0.1
1979,10,0
1979,11,0.257
1979,12,0
1983,1,0
1983,2,0.156
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.055
1983,8,0.456
1983,9,0.09
1983,10,0
1983,11,0.244
1983,12,0
1987,1,0.001
1987,2,0.126
1987,3,0.027
1987,4,0
1987,5,0
1987,6,0
1987,7,0.027
1987,8,0.258
1987,9,0.086
1987,10,0
1987,11,0.474
1987,12,0
1991,1,0
1991,2,0.137
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.098
1991,8,0.417
1991,9,0.117
1991,10,0
1991,11,0.211
1991,12,0.019
1995,1,0.01
1995,2,0.147
1995,3,0.021
1995,4,0
1995,5,0
1995,6,0
1995,7,0.13
1995,8,0.409
1995,9,0.106
1995,10,0
1995,11,0.171
1995,12,0.005
1999,1,0
1999,2,0.15
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.116
1999,8,0.561
1999,9,0.062
1999,10,0
1999,11,0.111
1999,12,0
2003,1,0
2003,2,0.202
2003,3,0.045
2003,4,0.004
2003,5,0
2003,6,0
2003,7,0.078
2003,8,0.346
2003,9,0.055
2003,10,0
2003,11,0.229
2003,12,0.042
2007,1,0
2007,2,0.245
2007,3,0.079
2007,4,0.017
2007,5,0
2007,6,0
2007,7,0.034
2007,8,0.255
2007,9,0.099
2007,10,0
2007,11,0.251
2007,12,0.021
2011,1,0
2011,2,0.281
2011,3,0.068
2011,4,0.014
2011,5,0.012
2011,6,0.006
2011,7,0.027
2011,8,0.284
2011,9,0.071
2011,10,0
2011,11,0.21
2011,12,0.029
2015,1,0
2015,2,0.208
2015,3,0.056
2015,4,0.007
2015,5,0.015
2015,6,0.008
2015,7,0.01
2015,8,0.227
2015,9,0.111
2015,10,0
2015,11,0.342
2015,12,0.016
