year,party,support
1975,1,0.025
1975,2,0.297
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.035
1975,8,0
1975,9,0.642
1975,10,0
1975,11,0
1975,12,0
1979,1,0.031
1979,2,0.278
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.078
1979,8,0
1979,9,0.612
1979,10,0
1979,11,0
1979,12,0
1983,1,0.012
1983,2,0.25
1983,3,0.074
1983,4,0
1983,5,0
1983,6,0
1983,7,0.05
1983,8,0
1983,9,0.615
1983,10,0
1983,11,0
1983,12,0
1987,1,0.016
1987,2,0.221
1987,3,0.071
1987,4,0
1987,5,0
1987,6,0
1987,7,0.042
1987,8,0
1987,9,0.622
1987,10,0
1987,11,0
1987,12,0.028
1991,1,0.032
1991,2,0.218
1991,3,0.078
1991,4,0
1991,5,0
1991,6,0
1991,7,0.009
1991,8,0
1991,9,0.597
1991,10,0
1991,11,0
1991,12,0.066
1995,1,0.028
1995,2,0.228
1995,3,0.043
1995,4,0
1995,5,0
1995,6,0
1995,7,0.024
1995,8,0
1995,9,0.635
1995,10,0
1995,11,0
1995,12,0.043
1999,1,0.056
1999,2,0.23
1999,3,0.127
1999,4,0
1999,5,0
1999,6,0
1999,7,0.011
1999,8,0
1999,9,0.549
1999,10,0
1999,11,0
1999,12,0.027
2003,1,0.034
2003,2,0.274
2003,3,0.113
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0
2003,9,0.337
2003,10,0
2003,11,0.242
2003,12,0
2007,1,0.065
2007,2,0.247
2007,3,0.081
2007,4,0.011
2007,5,0
2007,6,0
2007,7,0.021
2007,8,0.038
2007,9,0.317
2007,10,0
2007,11,0.219
2007,12,0
2011,1,0.063
2011,2,0.267
2011,3,0.098
2011,4,0
2011,5,0
2011,6,0.008
2011,7,0
2011,8,0.023
2011,9,0.342
2011,10,0
2011,11,0.199
2011,12,0
2015,1,0.064
2015,2,0.273
2015,3,0.071
2015,4,0
2015,5,0.038
2015,6,0.01
2015,7,0.012
2015,8,0.031
2015,9,0.306
2015,10,0
2015,11,0.194
2015,12,0
