year,party,support
1975,1,0.007
1975,2,0.075
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.047
1975,8,0.783
1975,9,0.025
1975,10,0
1975,11,0.003
1975,12,0.06
1979,1,0.017
1979,2,0.009
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.001
1979,8,0.857
1979,9,0.077
1979,10,0
1979,11,0
1979,12,0.039
1983,1,0.053
1983,2,0.079
1983,3,0
1983,4,0.001
1983,5,0
1983,6,0
1983,7,0.102
1983,8,0.584
1983,9,0.058
1983,10,0
1983,11,0.054
1983,12,0.068
1987,1,0.019
1987,2,0.069
1987,3,0.097
1987,4,0.001
1987,5,0
1987,6,0
1987,7,0.029
1987,8,0.61
1987,9,0.038
1987,10,0
1987,11,0.041
1987,12,0.096
1991,1,0.006
1991,2,0.087
1991,3,0.065
1991,4,0.002
1991,5,0
1991,6,0
1991,7,0.034
1991,8,0.476
1991,9,0.12
1991,10,0
1991,11,0.074
1991,12,0.135
1995,1,0
1995,2,0.113
1995,3,0.044
1995,4,0.003
1995,5,0
1995,6,0
1995,7,0.016
1995,8,0.515
1995,9,0.213
1995,10,0
1995,11,0.045
1995,12,0.051
1999,1,0
1999,2,0.131
1999,3,0.062
1999,4,0.01
1999,5,0
1999,6,0
1999,7,0.006
1999,8,0.459
1999,9,0.067
1999,10,0
1999,11,0.165
1999,12,0.1
2003,1,0
2003,2,0.131
2003,3,0.097
2003,4,0.007
2003,5,0
2003,6,0
2003,7,0.006
2003,8,0.343
2003,9,0.112
2003,10,0
2003,11,0.285
2003,12,0.02
2007,1,0
2007,2,0.136
2007,3,0.137
2007,4,0.005
2007,5,0
2007,6,0
2007,7,0
2007,8,0.248
2007,9,0.117
2007,10,0
2007,11,0.345
2007,12,0.012
2011,1,0
2011,2,0.168
2011,3,0.106
2011,4,0.004
2011,5,0.038
2011,6,0.068
2011,7,0
2011,8,0.185
2011,9,0.066
2011,10,0
2011,11,0.361
2011,12,0.003
2015,1,0
2015,2,0.157
2015,3,0.108
2015,4,0.001
2015,5,0.024
2015,6,0.026
2015,7,0.004
2015,8,0.245
2015,9,0.123
2015,10,0
2015,11,0.313
2015,12,0
