year,party,support
1975,1,0
1975,2,0.062
1975,3,0
1975,4,0.042
1975,5,0
1975,6,0
1975,7,0.098
1975,8,0.024
1975,9,0.122
1975,10,0
1975,11,0.559
1975,12,0.093
1979,1,0.039
1979,2,0.127
1979,3,0.008
1979,4,0.044
1979,5,0
1979,6,0
1979,7,0.069
1979,8,0.027
1979,9,0.137
1979,10,0
1979,11,0.526
1979,12,0.021
1983,1,0.02
1983,2,0.104
1983,3,0.123
1983,4,0.045
1983,5,0
1983,6,0
1983,7,0.069
1983,8,0.032
1983,9,0.155
1983,10,0
1983,11,0.405
1983,12,0.046
1987,1,0.01
1987,2,0.103
1987,3,0.107
1987,4,0.023
1987,5,0
1987,6,0
1987,7,0.045
1987,8,0.037
1987,9,0.134
1987,10,0
1987,11,0.478
1987,12,0.061
1991,1,0.01
1991,2,0.124
1991,3,0.112
1991,4,0.025
1991,5,0
1991,6,0
1991,7,0.063
1991,8,0.02
1991,9,0.085
1991,10,0
1991,11,0.461
1991,12,0.101
1995,1,0.015
1995,2,0.168
1995,3,0.067
1995,4,0.023
1995,5,0
1995,6,0
1995,7,0.044
1995,8,0.03
1995,9,0.094
1995,10,0
1995,11,0.513
1995,12,0.046
1999,1,0.006
1999,2,0.223
1999,3,0.041
1999,4,0.021
1999,5,0
1999,6,0
1999,7,0.048
1999,8,0.025
1999,9,0.078
1999,10,0
1999,11,0.518
1999,12,0.04
2003,1,0.009
2003,2,0.207
2003,3,0.074
2003,4,0.024
2003,5,0
2003,6,0
2003,7,0.02
2003,8,0.019
2003,9,0.111
2003,10,0
2003,11,0.482
2003,12,0.055
2007,1,0.015
2007,2,0.143
2007,3,0.075
2007,4,0.013
2007,5,0.042
2007,6,0
2007,7,0.004
2007,8,0.043
2007,9,0.058
2007,10,0
2007,11,0.555
2007,12,0.05
2011,1,0.003
2011,2,0.104
2011,3,0.076
2011,4,0.013
2011,5,0.053
2011,6,0.118
2011,7,0.014
2011,8,0.024
2011,9,0.063
2011,10,0
2011,11,0.474
2011,12,0.059
2015,1,0.001
2015,2,0.119
2015,3,0.094
2015,4,0.014
2015,5,0.038
2015,6,0.096
2015,7,0.014
2015,8,0.016
2015,9,0.109
2015,10,0
2015,11,0.438
2015,12,0.061
