year,party,support
1975,1,0.006
1975,2,0.137
1975,3,0
1975,4,0.005
1975,5,0
1975,6,0
1975,7,0.053
1975,8,0.455
1975,9,0.187
1975,10,0
1975,11,0.047
1975,12,0.11
1979,1,0
1979,2,0.171
1979,3,0
1979,4,0.004
1979,5,0
1979,6,0
1979,7,0.025
1979,8,0.475
1979,9,0.238
1979,10,0
1979,11,0.049
1979,12,0.039
1983,1,0
1983,2,0.246
1983,3,0
1983,4,0.009
1983,5,0
1983,6,0
1983,7,0.039
1983,8,0.453
1983,9,0.184
1983,10,0
1983,11,0.048
1983,12,0.021
1987,1,0.062
1987,2,0.14
1987,3,0
1987,4,0.005
1987,5,0
1987,6,0
1987,7,0.019
1987,8,0.366
1987,9,0.21
1987,10,0
1987,11,0.07
1987,12,0.127
1991,1,0
1991,2,0.147
1991,3,0.06
1991,4,0.008
1991,5,0
1991,6,0
1991,7,0.019
1991,8,0.267
1991,9,0.15
1991,10,0
1991,11,0.124
1991,12,0.226
1995,1,0.007
1995,2,0.167
1995,3,0.055
1995,4,0.013
1995,5,0
1995,6,0
1995,7,0.032
1995,8,0.261
1995,9,0.151
1995,10,0
1995,11,0.142
1995,12,0.174
1999,1,0
1999,2,0.165
1999,3,0.041
1999,4,0.014
1999,5,0
1999,6,0
1999,7,0.011
1999,8,0.298
1999,9,0.138
1999,10,0
1999,11,0.266
1999,12,0.068
2003,1,0.009
2003,2,0.185
2003,3,0.039
2003,4,0.025
2003,5,0
2003,6,0
2003,7,0.004
2003,8,0.265
2003,9,0.131
2003,10,0
2003,11,0.325
2003,12,0.018
2007,1,0
2007,2,0.161
2007,3,0.074
2007,4,0.022
2007,5,0
2007,6,0
2007,7,0.038
2007,8,0.245
2007,9,0.103
2007,10,0
2007,11,0.346
2007,12,0.011
2011,1,0
2011,2,0.163
2011,3,0.083
2011,4,0.014
2011,5,0.05
2011,6,0.052
2011,7,0.01
2011,8,0.178
2011,9,0.095
2011,10,0
2011,11,0.343
2011,12,0.011
2015,1,0
2015,2,0.156
2015,3,0.056
2015,4,0.019
2015,5,0.046
2015,6,0.037
2015,7,0.018
2015,8,0.155
2015,9,0.13
2015,10,0
2015,11,0.378
2015,12,0.006
