year,party,support
1975,1,0.017
1975,2,0.209
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.013
1975,8,0.048
1975,9,0.714
1975,10,0
1975,11,0
1975,12,0
1979,1,0.041
1979,2,0.204
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.061
1979,9,0.695
1979,10,0
1979,11,0
1979,12,0
1983,1,0.02
1983,2,0.177
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.023
1983,8,0.041
1983,9,0.739
1983,10,0
1983,11,0
1983,12,0
1987,1,0
1987,2,0.156
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.063
1987,8,0.041
1987,9,0.684
1987,10,0
1987,11,0
1987,12,0.055
1991,1,0
1991,2,0.14
1991,3,0.049
1991,4,0.008
1991,5,0
1991,6,0
1991,7,0.062
1991,8,0.032
1991,9,0.653
1991,10,0
1991,11,0
1991,12,0.057
1995,1,0
1995,2,0.22
1995,3,0.043
1995,4,0
1995,5,0
1995,6,0
1995,7,0.023
1995,8,0.039
1995,9,0.442
1995,10,0
1995,11,0.131
1995,12,0.101
1999,1,0
1999,2,0.21
1999,3,0.03
1999,4,0
1999,5,0
1999,6,0
1999,7,0.014
1999,8,0.034
1999,9,0.542
1999,10,0
1999,11,0.151
1999,12,0.018
2003,1,0
2003,2,0.212
2003,3,0.035
2003,4,0.013
2003,5,0
2003,6,0
2003,7,0
2003,8,0.048
2003,9,0.458
2003,10,0
2003,11,0.235
2003,12,0
2007,1,0
2007,2,0.157
2007,3,0.078
2007,4,0.023
2007,5,0
2007,6,0
2007,7,0
2007,8,0.076
2007,9,0.378
2007,10,0
2007,11,0.27
2007,12,0.018
2011,1,0
2011,2,0.131
2011,3,0.051
2011,4,0.02
2011,5,0.075
2011,6,0.103
2011,7,0.031
2011,8,0.061
2011,9,0.277
2011,10,0
2011,11,0.237
2011,12,0.015
2015,1,0
2015,2,0.137
2015,3,0.037
2015,4,0.013
2015,5,0.047
2015,6,0.095
2015,7,0.009
2015,8,0.042
2015,9,0.318
2015,10,0
2015,11,0.292
2015,12,0.01
