year,party,support
1975,1,0.081
1975,2,0.131
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.003
1975,8,0.302
1975,9,0.482
1975,10,0
1975,11,0
1975,12,0
1979,1,0.088
1979,2,0.144
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.372
1979,9,0.393
1979,10,0
1979,11,0.005
1979,12,0
1983,1,0.069
1983,2,0.133
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.047
1983,8,0.384
1983,9,0.361
1983,10,0
1983,11,0.005
1983,12,0
1987,1,0.093
1987,2,0.134
1987,3,0.021
1987,4,0
1987,5,0
1987,6,0
1987,7,0.003
1987,8,0.387
1987,9,0.359
1987,10,0
1987,11,0.003
1987,12,0
1991,1,0.053
1991,2,0.133
1991,3,0.005
1991,4,0
1991,5,0
1991,6,0
1991,7,0.009
1991,8,0.289
1991,9,0.294
1991,10,0.213
1991,11,0.004
1991,12,0
1995,1,0.01
1995,2,0.152
1995,3,0.005
1995,4,0
1995,5,0
1995,6,0
1995,7,0.003
1995,8,0.321
1995,9,0.333
1995,10,0.168
1995,11,0.01
1995,12,0
1999,1,0.007
1999,2,0.154
1999,3,0.02
1999,4,0.003
1999,5,0
1999,6,0
1999,7,0.036
1999,8,0.194
1999,9,0.31
1999,10,0.208
1999,11,0.066
1999,12,0
2003,1,0
2003,2,0.207
2003,3,0.032
2003,4,0
2003,5,0
2003,6,0
2003,7,0.017
2003,8,0.224
2003,9,0.355
2003,10,0.085
2003,11,0.08
2003,12,0
2007,1,0.021
2007,2,0.165
2007,3,0.055
2007,4,0
2007,5,0
2007,6,0
2007,7,0.007
2007,8,0.181
2007,9,0.335
2007,10,0.123
2007,11,0.113
2007,12,0
2011,1,0.017
2011,2,0.16
2011,3,0.08
2011,4,0
2011,5,0
2011,6,0
2011,7,0.017
2011,8,0.147
2011,9,0.244
2011,10,0.212
2011,11,0.122
2011,12,0
2015,1,0.001
2015,2,0.154
2015,3,0.032
2015,4,0
2015,5,0.008
2015,6,0
2015,7,0.02
2015,8,0.171
2015,9,0.252
2015,10,0.233
2015,11,0.128
2015,12,0
