year,party,support
1975,1,0.004
1975,2,0.081
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.047
1975,8,0.423
1975,9,0.393
1975,10,0
1975,11,0
1975,12,0.052
1979,1,0
1979,2,0.135
1979,3,0
1979,4,0.018
1979,5,0
1979,6,0
1979,7,0.047
1979,8,0.407
1979,9,0.392
1979,10,0
1979,11,0
1979,12,0
1983,1,0.025
1983,2,0.113
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.084
1983,8,0.359
1983,9,0.412
1983,10,0
1983,11,0.007
1983,12,0
1987,1,0.039
1987,2,0.08
1987,3,0
1987,4,0.02
1987,5,0
1987,6,0
1987,7,0.089
1987,8,0.361
1987,9,0.359
1987,10,0
1987,11,0
1987,12,0.052
1991,1,0
1991,2,0.108
1991,3,0.057
1991,4,0
1991,5,0
1991,6,0
1991,7,0.097
1991,8,0.329
1991,9,0.291
1991,10,0
1991,11,0
1991,12,0.118
1995,1,0
1995,2,0.14
1995,3,0.056
1995,4,0.006
1995,5,0
1995,6,0
1995,7,0.078
1995,8,0.275
1995,9,0.257
1995,10,0
1995,11,0.08
1995,12,0.107
1999,1,0
1999,2,0.131
1999,3,0.041
1999,4,0.01
1999,5,0
1999,6,0
1999,7,0.022
1999,8,0.241
1999,9,0.279
1999,10,0
1999,11,0.249
1999,12,0.027
2003,1,0
2003,2,0.17
2003,3,0.057
2003,4,0.011
2003,5,0
2003,6,0
2003,7,0.008
2003,8,0.233
2003,9,0.197
2003,10,0
2003,11,0.303
2003,12,0.021
2007,1,0
2007,2,0.122
2007,3,0.049
2007,4,0.016
2007,5,0.034
2007,6,0
2007,7,0.008
2007,8,0.233
2007,9,0.21
2007,10,0
2007,11,0.305
2007,12,0.022
2011,1,0
2011,2,0.166
2011,3,0.047
2011,4,0.016
2011,5,0.059
2011,6,0.033
2011,7,0
2011,8,0.201
2011,9,0.175
2011,10,0
2011,11,0.287
2011,12,0.017
2015,1,0
2015,2,0.104
2015,3,0.051
2015,4,0.02
2015,5,0.058
2015,6,0.024
2015,7,0.018
2015,8,0.156
2015,9,0.192
2015,10,0
2015,11,0.361
2015,12,0.017
