year,party,support
1975,1,0.074
1975,2,0.153
1975,3,0.026
1975,4,0
1975,5,0
1975,6,0
1975,7,0.026
1975,8,0.001
1975,9,0.397
1975,10,0
1975,11,0.23
1975,12,0.094
1979,1,0.016
1979,2,0.161
1979,3,0.053
1979,4,0
1979,5,0
1979,6,0
1979,7,0.005
1979,8,0.005
1979,9,0.437
1979,10,0
1979,11,0.323
1979,12,0
1983,1,0.13
1983,2,0.089
1983,3,0.079
1983,4,0
1983,5,0
1983,6,0
1983,7,0.002
1983,8,0.004
1983,9,0.527
1983,10,0
1983,11,0.167
1983,12,0.001
1987,1,0.092
1987,2,0.147
1987,3,0.145
1987,4,0
1987,5,0
1987,6,0
1987,7,0.01
1987,8,0
1987,9,0.431
1987,10,0
1987,11,0.158
1987,12,0.018
1991,1,0.129
1991,2,0.185
1991,3,0.101
1991,4,0
1991,5,0
1991,6,0
1991,7,0.023
1991,8,0.028
1991,9,0.313
1991,10,0
1991,11,0.184
1991,12,0.036
1995,1,0.144
1995,2,0.221
1995,3,0.01
1995,4,0
1995,5,0
1995,6,0
1995,7,0.032
1995,8,0.024
1995,9,0.413
1995,10,0
1995,11,0.155
1995,12,0.002
1999,1,0.097
1999,2,0.174
1999,3,0.082
1999,4,0
1999,5,0
1999,6,0
1999,7,0.033
1999,8,0.015
1999,9,0.419
1999,10,0
1999,11,0.159
1999,12,0.021
2003,1,0.056
2003,2,0.1
2003,3,0.173
2003,4,0.003
2003,5,0
2003,6,0
2003,7,0.012
2003,8,0.049
2003,9,0.371
2003,10,0
2003,11,0.197
2003,12,0.039
2007,1,0.086
2007,2,0.228
2007,3,0.14
2007,4,0
2007,5,0
2007,6,0
2007,7,0.027
2007,8,0.025
2007,9,0.293
2007,10,0
2007,11,0.193
2007,12,0.01
2011,1,0.028
2011,2,0.191
2011,3,0.124
2011,4,0.012
2011,5,0.091
2011,6,0.005
2011,7,0.023
2011,8,0.041
2011,9,0.231
2011,10,0
2011,11,0.252
2011,12,0.004
2015,1,0.014
2015,2,0.24
2015,3,0.108
2015,4,0.003
2015,5,0.059
2015,6,0.03
2015,7,0.011
2015,8,0.018
2015,9,0.325
2015,10,0
2015,11,0.192
2015,12,0
