year,party,support
1975,1,0
1975,2,0.166
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.016
1975,8,0.334
1975,9,0.108
1975,10,0
1975,11,0.331
1975,12,0.046
1979,1,0
1979,2,0.235
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.332
1979,9,0.137
1979,10,0
1979,11,0.296
1979,12,0
1983,1,0
1983,2,0.294
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.277
1983,9,0.133
1983,10,0
1983,11,0.296
1983,12,0
1987,1,0.087
1987,2,0.187
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.127
1987,8,0.189
1987,9,0.141
1987,10,0
1987,11,0.27
1987,12,0
1991,1,0.048
1991,2,0.193
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.151
1991,8,0.223
1991,9,0.14
1991,10,0
1991,11,0.246
1991,12,0
1995,1,0.013
1995,2,0.267
1995,3,0.05
1995,4,0
1995,5,0
1995,6,0
1995,7,0.056
1995,8,0.207
1995,9,0.125
1995,10,0
1995,11,0.282
1995,12,0
1999,1,0
1999,2,0.286
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.082
1999,8,0.198
1999,9,0.117
1999,10,0
1999,11,0.317
1999,12,0
2003,1,0
2003,2,0.258
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.208
2003,9,0.132
2003,10,0
2003,11,0.348
2003,12,0.054
2007,1,0
2007,2,0.227
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0.003
2007,8,0.202
2007,9,0.14
2007,10,0
2007,11,0.388
2007,12,0.04
2011,1,0
2011,2,0.129
2011,3,0.021
2011,4,0
2011,5,0.112
2011,6,0.194
2011,7,0
2011,8,0.133
2011,9,0.073
2011,10,0
2011,11,0.335
2011,12,0.004
2015,1,0
2015,2,0.138
2015,3,0
2015,4,0
2015,5,0.102
2015,6,0.127
2015,7,0
2015,8,0.138
2015,9,0.086
2015,10,0
2015,11,0.408
2015,12,0
