year,party,support
1975,1,0.003
1975,2,0.13
1975,3,0.004
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0
1975,9,0.548
1975,10,0
1975,11,0.262
1975,12,0.054
1979,1,0.022
1979,2,0.113
1979,3,0.033
1979,4,0
1979,5,0
1979,6,0
1979,7,0.006
1979,8,0.001
1979,9,0.522
1979,10,0
1979,11,0.303
1979,12,0
1983,1,0.001
1983,2,0.115
1983,3,0.06
1983,4,0
1983,5,0
1983,6,0
1983,7,0.002
1983,8,0.003
1983,9,0.527
1983,10,0
1983,11,0.29
1983,12,0.003
1987,1,0.023
1987,2,0.117
1987,3,0.116
1987,4,0
1987,5,0
1987,6,0
1987,7,0.034
1987,8,0.002
1987,9,0.425
1987,10,0
1987,11,0.275
1987,12,0.008
1991,1,0.024
1991,2,0.112
1991,3,0.064
1991,4,0
1991,5,0
1991,6,0
1991,7,0.022
1991,8,0.039
1991,9,0.395
1991,10,0
1991,11,0.304
1991,12,0.041
1995,1,0.048
1995,2,0.141
1995,3,0.022
1995,4,0
1995,5,0
1995,6,0
1995,7,0.024
1995,8,0.011
1995,9,0.276
1995,10,0
1995,11,0.388
1995,12,0.088
1999,1,0.029
1999,2,0.168
1999,3,0.01
1999,4,0
1999,5,0
1999,6,0
1999,7,0.014
1999,8,0.008
1999,9,0.248
1999,10,0
1999,11,0.476
1999,12,0.047
2003,1,0.038
2003,2,0.136
2003,3,0.054
2003,4,0.001
2003,5,0
2003,6,0
2003,7,0.001
2003,8,0.023
2003,9,0.194
2003,10,0
2003,11,0.447
2003,12,0.107
2007,1,0.017
2007,2,0.123
2007,3,0.162
2007,4,0.009
2007,5,0
2007,6,0
2007,7,0.027
2007,8,0.013
2007,9,0.089
2007,10,0
2007,11,0.454
2007,12,0.107
2011,1,0.002
2011,2,0.139
2011,3,0.091
2011,4,0.019
2011,5,0.031
2011,6,0.001
2011,7,0
2011,8,0.012
2011,9,0.11
2011,10,0
2011,11,0.482
2011,12,0.113
2015,1,0.012
2015,2,0.186
2015,3,0.069
2015,4,0.038
2015,5,0.035
2015,6,0.026
2015,7,0.004
2015,8,0.01
2015,9,0.138
2015,10,0
2015,11,0.46
2015,12,0.022
