year,party,support
1975,1,0.034
1975,2,0.37
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.14
1975,8,0.042
1975,9,0.263
1975,10,0
1975,11,0.115
1975,12,0.036
1979,1,0.037
1979,2,0.357
1979,3,0
1979,4,0.068
1979,5,0
1979,6,0
1979,7,0.114
1979,8,0.031
1979,9,0.27
1979,10,0
1979,11,0.123
1979,12,0
1983,1,0.102
1983,2,0.331
1983,3,0.013
1983,4,0
1983,5,0
1983,6,0
1983,7,0.04
1983,8,0.042
1983,9,0.249
1983,10,0
1983,11,0.186
1983,12,0.038
1987,1,0.075
1987,2,0.24
1987,3,0.079
1987,4,0.05
1987,5,0
1987,6,0
1987,7,0.02
1987,8,0.043
1987,9,0.266
1987,10,0
1987,11,0.145
1987,12,0.084
1991,1,0
1991,2,0.235
1991,3,0.12
1991,4,0.032
1991,5,0
1991,6,0
1991,7,0
1991,8,0.039
1991,9,0.331
1991,10,0
1991,11,0.128
1991,12,0.116
1995,1,0
1995,2,0.269
1995,3,0.108
1995,4,0.024
1995,5,0
1995,6,0
1995,7,0.131
1995,8,0.035
1995,9,0.201
1995,10,0
1995,11,0.123
1995,12,0.11
1999,1,0
1999,2,0.258
1999,3,0.094
1999,4,0.049
1999,5,0
1999,6,0
1999,7,0.032
1999,8,0.051
1999,9,0.242
1999,10,0
1999,11,0.167
1999,12,0.107
2003,1,0
2003,2,0.232
2003,3,0.127
2003,4,0.067
2003,5,0
2003,6,0
2003,7,0.019
2003,8,0.038
2003,9,0.213
2003,10,0
2003,11,0.282
2003,12,0.022
2007,1,0
2007,2,0.249
2007,3,0.139
2007,4,0.07
2007,5,0
2007,6,0
2007,7,0
2007,8,0.066
2007,9,0.172
2007,10,0
2007,11,0.293
2007,12,0.011
2011,1,0
2011,2,0.239
2011,3,0.131
2011,4,0.075
2011,5,0.059
2011,6,0.074
2011,7,0
2011,8,0.049
2011,9,0.098
2011,10,0
2011,11,0.272
2011,12,0.003
2015,1,0
2015,2,0.219
2015,3,0.164
2015,4,0.045
2015,5,0.023
2015,6,0.034
2015,7,0.005
2015,8,0.043
2015,9,0.127
2015,10,0
2015,11,0.33
2015,12,0.01
