year,party,support
1975,1,0.005
1975,2,0.138
1975,3,0
1975,4,0.018
1975,5,0
1975,6,0
1975,7,0.135
1975,8,0.361
1975,9,0.135
1975,10,0
1975,11,0.12
1975,12,0.087
1979,1,0
1979,2,0.148
1979,3,0
1979,4,0.026
1979,5,0
1979,6,0
1979,7,0.103
1979,8,0.39
1979,9,0.166
1979,10,0
1979,11,0.133
1979,12,0.033
1983,1,0
1983,2,0.144
1983,3,0
1983,4,0.031
1983,5,0
1983,6,0
1983,7,0.08
1983,8,0.322
1983,9,0.284
1983,10,0
1983,11,0.113
1983,12,0.027
1987,1,0.05
1987,2,0.1
1987,3,0
1987,4,0.018
1987,5,0
1987,6,0
1987,7,0.051
1987,8,0.314
1987,9,0.287
1987,10,0
1987,11,0.105
1987,12,0.077
1991,1,0
1991,2,0.123
1991,3,0.047
1991,4,0.023
1991,5,0
1991,6,0
1991,7,0.056
1991,8,0.194
1991,9,0.277
1991,10,0
1991,11,0.133
1991,12,0.146
1995,1,0.009
1995,2,0.143
1995,3,0.039
1995,4,0.019
1995,5,0
1995,6,0
1995,7,0.05
1995,8,0.206
1995,9,0.196
1995,10,0
1995,11,0.193
1995,12,0.146
1999,1,0
1999,2,0.151
1999,3,0.033
1999,4,0.033
1999,5,0
1999,6,0
1999,7,0.028
1999,8,0.199
1999,9,0.208
1999,10,0
1999,11,0.311
1999,12,0.037
2003,1,0.003
2003,2,0.176
2003,3,0.04
2003,4,0.051
2003,5,0
2003,6,0
2003,7,0.004
2003,8,0.212
2003,9,0.148
2003,10,0
2003,11,0.353
2003,12,0.012
2007,1,0
2007,2,0.135
2007,3,0.07
2007,4,0.04
2007,5,0
2007,6,0
2007,7,0.039
2007,8,0.188
2007,9,0.142
2007,10,0
2007,11,0.363
2007,12,0.022
2011,1,0
2011,2,0.144
2011,3,0.055
2011,4,0.036
2011,5,0.066
2011,6,0.065
2011,7,0.012
2011,8,0.14
2011,9,0.124
2011,10,0
2011,11,0.339
2011,12,0.018
2015,1,0
2015,2,0.135
2015,3,0.043
2015,4,0.033
2015,5,0.055
2015,6,0.069
2015,7,0.013
2015,8,0.115
2015,9,0.15
2015,10,0
2015,11,0.375
2015,12,0.012
