year,party,support
1975,1,0
1975,2,0.169
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.002
1975,8,0.655
1975,9,0.16
1975,10,0
1975,11,0.013
1975,12,0
1979,1,0
1979,2,0.327
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.509
1979,9,0.156
1979,10,0
1979,11,0.008
1979,12,0
1983,1,0
1983,2,0.296
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.076
1983,8,0.46
1983,9,0.148
1983,10,0
1983,11,0.019
1983,12,0
1987,1,0.01
1987,2,0.24
1987,3,0.02
1987,4,0
1987,5,0
1987,6,0
1987,7,0.111
1987,8,0.449
1987,9,0.162
1987,10,0
1987,11,0.007
1987,12,0
1991,1,0
1991,2,0.248
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.205
1991,8,0.371
1991,9,0.135
1991,10,0
1991,11,0.029
1991,12,0.011
1995,1,0.001
1995,2,0.204
1995,3,0.01
1995,4,0
1995,5,0
1995,6,0
1995,7,0.275
1995,8,0.319
1995,9,0.111
1995,10,0
1995,11,0.074
1995,12,0.007
1999,1,0
1999,2,0.157
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.277
1999,8,0.389
1999,9,0.052
1999,10,0
1999,11,0.125
1999,12,0
2003,1,0
2003,2,0.184
2003,3,0.021
2003,4,0.003
2003,5,0
2003,6,0
2003,7,0.251
2003,8,0.29
2003,9,0.093
2003,10,0
2003,11,0.156
2003,12,0.003
2007,1,0
2007,2,0.189
2007,3,0.045
2007,4,0.003
2007,5,0
2007,6,0
2007,7,0.166
2007,8,0.258
2007,9,0.132
2007,10,0
2007,11,0.201
2007,12,0.007
2011,1,0
2011,2,0.23
2011,3,0.031
2011,4,0.003
2011,5,0.035
2011,6,0.017
2011,7,0.114
2011,8,0.228
2011,9,0.098
2011,10,0
2011,11,0.238
2011,12,0.006
2015,1,0
2015,2,0.2
2015,3,0.036
2015,4,0.004
2015,5,0.033
2015,6,0.005
2015,7,0.025
2015,8,0.273
2015,9,0.086
2015,10,0
2015,11,0.336
2015,12,0.001
