year,party,support
1975,1,0.004
1975,2,0.335
1975,3,0
1975,4,0.066
1975,5,0
1975,6,0
1975,7,0.115
1975,8,0.142
1975,9,0.166
1975,10,0
1975,11,0.065
1975,12,0.108
1979,1,0
1979,2,0.367
1979,3,0
1979,4,0.07
1979,5,0
1979,6,0
1979,7,0.059
1979,8,0.172
1979,9,0.21
1979,10,0
1979,11,0.071
1979,12,0.052
1983,1,0
1983,2,0.335
1983,3,0
1983,4,0.063
1983,5,0
1983,6,0
1983,7,0.081
1983,8,0.167
1983,9,0.197
1983,10,0
1983,11,0.088
1983,12,0.069
1987,1,0.071
1987,2,0.236
1987,3,0
1987,4,0.048
1987,5,0
1987,6,0
1987,7,0.055
1987,8,0.163
1987,9,0.209
1987,10,0
1987,11,0.1
1987,12,0.118
1991,1,0
1991,2,0.221
1991,3,0.058
1991,4,0.048
1991,5,0
1991,6,0
1991,7,0.048
1991,8,0.105
1991,9,0.181
1991,10,0
1991,11,0.141
1991,12,0.196
1995,1,0.011
1995,2,0.262
1995,3,0.039
1995,4,0.036
1995,5,0
1995,6,0
1995,7,0.04
1995,8,0.107
1995,9,0.183
1995,10,0
1995,11,0.161
1995,12,0.158
1999,1,0
1999,2,0.242
1999,3,0.05
1999,4,0.051
1999,5,0
1999,6,0
1999,7,0.022
1999,8,0.152
1999,9,0.193
1999,10,0
1999,11,0.245
1999,12,0.045
2003,1,0.012
2003,2,0.285
2003,3,0.053
2003,4,0.058
2003,5,0
2003,6,0
2003,7,0.009
2003,8,0.134
2003,9,0.128
2003,10,0
2003,11,0.301
2003,12,0.018
2007,1,0
2007,2,0.23
2007,3,0.102
2007,4,0.054
2007,5,0
2007,6,0
2007,7,0.042
2007,8,0.126
2007,9,0.107
2007,10,0
2007,11,0.327
2007,12,0.012
2011,1,0
2011,2,0.249
2011,3,0.091
2011,4,0.04
2011,5,0.064
2011,6,0.046
2011,7,0.008
2011,8,0.091
2011,9,0.122
2011,10,0
2011,11,0.275
2011,12,0.013
2015,1,0
2015,2,0.235
2015,3,0.089
2015,4,0.048
2015,5,0.055
2015,6,0.052
2015,7,0.024
2015,8,0.079
2015,9,0.142
2015,10,0
2015,11,0.268
2015,12,0.008
