year,party,support
1975,1,0.002
1975,2,0.06
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.049
1975,8,0.427
1975,9,0.049
1975,10,0
1975,11,0.385
1975,12,0.028
1979,1,0
1979,2,0.019
1979,3,0
1979,4,0.029
1979,5,0
1979,6,0
1979,7,0.093
1979,8,0.468
1979,9,0.013
1979,10,0
1979,11,0.37
1979,12,0.008
1983,1,0
1983,2,0.118
1983,3,0
1983,4,0.007
1983,5,0
1983,6,0
1983,7,0.187
1983,8,0.351
1983,9,0.019
1983,10,0
1983,11,0.261
1983,12,0.057
1987,1,0.074
1987,2,0.092
1987,3,0
1987,4,0.01
1987,5,0
1987,6,0
1987,7,0.019
1987,8,0.38
1987,9,0.129
1987,10,0
1987,11,0.251
1987,12,0.046
1991,1,0
1991,2,0.031
1991,3,0.014
1991,4,0
1991,5,0
1991,6,0
1991,7,0.061
1991,8,0.255
1991,9,0.088
1991,10,0
1991,11,0.414
1991,12,0.137
1995,1,0.004
1995,2,0.097
1995,3,0.008
1995,4,0.008
1995,5,0
1995,6,0
1995,7,0.031
1995,8,0.372
1995,9,0.034
1995,10,0
1995,11,0.301
1995,12,0.144
1999,1,0
1999,2,0.021
1999,3,0.004
1999,4,0.003
1999,5,0
1999,6,0
1999,7,0.037
1999,8,0.267
1999,9,0.112
1999,10,0
1999,11,0.483
1999,12,0.073
2003,1,0.002
2003,2,0.089
2003,3,0.022
2003,4,0.005
2003,5,0
2003,6,0
2003,7,0.001
2003,8,0.259
2003,9,0.094
2003,10,0
2003,11,0.494
2003,12,0.033
2007,1,0
2007,2,0.035
2007,3,0.072
2007,4,0.002
2007,5,0
2007,6,0
2007,7,0.023
2007,8,0.228
2007,9,0.082
2007,10,0
2007,11,0.549
2007,12,0.009
2011,1,0
2011,2,0.094
2011,3,0.03
2011,4,0.002
2011,5,0.035
2011,6,0.055
2011,7,0
2011,8,0.119
2011,9,0.07
2011,10,0
2011,11,0.594
2011,12,0.002
2015,1,0
2015,2,0.053
2015,3,0.055
2015,4,0.001
2015,5,0.048
2015,6,0.043
2015,7,0.002
2015,8,0.078
2015,9,0.073
2015,10,0
2015,11,0.646
2015,12,0.002
