year,party,support
1975,1,0.003
1975,2,0.451
1975,3,0
1975,4,0.045
1975,5,0
1975,6,0
1975,7,0.106
1975,8,0.042
1975,9,0.17
1975,10,0
1975,11,0.105
1975,12,0.077
1979,1,0
1979,2,0.403
1979,3,0
1979,4,0.037
1979,5,0
1979,6,0
1979,7,0.044
1979,8,0.046
1979,9,0.162
1979,10,0
1979,11,0.289
1979,12,0.019
1983,1,0
1983,2,0.424
1983,3,0
1983,4,0.062
1983,5,0
1983,6,0
1983,7,0.086
1983,8,0.041
1983,9,0.176
1983,10,0
1983,11,0.208
1983,12,0.005
1987,1,0.088
1987,2,0.284
1987,3,0
1987,4,0.024
1987,5,0
1987,6,0
1987,7,0.068
1987,8,0.031
1987,9,0.203
1987,10,0
1987,11,0.206
1987,12,0.096
1991,1,0
1991,2,0.252
1991,3,0.12
1991,4,0.021
1991,5,0
1991,6,0
1991,7,0.064
1991,8,0.028
1991,9,0.148
1991,10,0
1991,11,0.168
1991,12,0.199
1995,1,0.014
1995,2,0.311
1995,3,0.075
1995,4,0.027
1995,5,0
1995,6,0
1995,7,0.033
1995,8,0.051
1995,9,0.154
1995,10,0
1995,11,0.168
1995,12,0.168
1999,1,0
1999,2,0.313
1999,3,0.051
1999,4,0.045
1999,5,0
1999,6,0
1999,7,0.024
1999,8,0.068
1999,9,0.165
1999,10,0
1999,11,0.3
1999,12,0.035
2003,1,0.014
2003,2,0.315
2003,3,0.055
2003,4,0.041
2003,5,0
2003,6,0
2003,7,0.002
2003,8,0.079
2003,9,0.167
2003,10,0
2003,11,0.314
2003,12,0.012
2007,1,0
2007,2,0.257
2007,3,0.098
2007,4,0.04
2007,5,0
2007,6,0
2007,7,0.054
2007,8,0.058
2007,9,0.162
2007,10,0
2007,11,0.304
2007,12,0.026
2011,1,0
2011,2,0.209
2011,3,0.074
2011,4,0.023
2011,5,0.078
2011,6,0.078
2011,7,0.041
2011,8,0.046
2011,9,0.171
2011,10,0
2011,11,0.275
2011,12,0.004
2015,1,0
2015,2,0.204
2015,3,0.071
2015,4,0.034
2015,5,0.061
2015,6,0.059
2015,7,0.033
2015,8,0.046
2015,9,0.184
2015,10,0
2015,11,0.308
2015,12,0.002
