year,party,support
1975,1,0.005
1975,2,0.284
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.12
1975,8,0.1
1975,9,0.43
1975,10,0
1975,11,0
1975,12,0.061
1979,1,0
1979,2,0.311
1979,3,0
1979,4,0.026
1979,5,0
1979,6,0
1979,7,0.131
1979,8,0.1
1979,9,0.433
1979,10,0
1979,11,0
1979,12,0
1983,1,0.026
1983,2,0.307
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.13
1983,8,0.083
1983,9,0.437
1983,10,0
1983,11,0.017
1983,12,0
1987,1,0.062
1987,2,0.207
1987,3,0
1987,4,0.022
1987,5,0
1987,6,0
1987,7,0.126
1987,8,0.102
1987,9,0.433
1987,10,0
1987,11,0
1987,12,0.047
1991,1,0
1991,2,0.287
1991,3,0.046
1991,4,0
1991,5,0
1991,6,0
1991,7,0.111
1991,8,0.119
1991,9,0.329
1991,10,0
1991,11,0
1991,12,0.108
1995,1,0
1995,2,0.273
1995,3,0.034
1995,4,0.029
1995,5,0
1995,6,0
1995,7,0.085
1995,8,0.097
1995,9,0.265
1995,10,0
1995,11,0.13
1995,12,0.085
1999,1,0
1999,2,0.215
1999,3,0.035
1999,4,0.013
1999,5,0
1999,6,0
1999,7,0.026
1999,8,0.079
1999,9,0.309
1999,10,0
1999,11,0.291
1999,12,0.032
2003,1,0
2003,2,0.197
2003,3,0.051
2003,4,0.015
2003,5,0
2003,6,0
2003,7,0.01
2003,8,0.062
2003,9,0.293
2003,10,0
2003,11,0.357
2003,12,0.015
2007,1,0
2007,2,0.157
2007,3,0.05
2007,4,0.02
2007,5,0.028
2007,6,0
2007,7,0.006
2007,8,0.073
2007,9,0.232
2007,10,0
2007,11,0.423
2007,12,0.012
2011,1,0
2011,2,0.171
2011,3,0.054
2011,4,0.016
2011,5,0.068
2011,6,0.048
2011,7,0
2011,8,0.077
2011,9,0.205
2011,10,0
2011,11,0.354
2011,12,0.008
2015,1,0
2015,2,0.156
2015,3,0.035
2015,4,0.019
2015,5,0.059
2015,6,0.039
2015,7,0.014
2015,8,0.075
2015,9,0.213
2015,10,0
2015,11,0.383
2015,12,0.006
