year,party,support
1975,1,0.01
1975,2,0.183
1975,3,0
1975,4,0.046
1975,5,0
1975,6,0
1975,7,0.137
1975,8,0.014
1975,9,0.042
1975,10,0
1975,11,0.367
1975,12,0.201
1979,1,0.023
1979,2,0.28
1979,3,0.006
1979,4,0.057
1979,5,0
1979,6,0
1979,7,0.118
1979,8,0.023
1979,9,0.077
1979,10,0
1979,11,0.393
1979,12,0.025
1983,1,0.031
1983,2,0.244
1983,3,0.042
1983,4,0.066
1983,5,0
1983,6,0
1983,7,0.079
1983,8,0.017
1983,9,0.107
1983,10,0
1983,11,0.367
1983,12,0.048
1987,1,0.011
1987,2,0.174
1987,3,0.077
1987,4,0.036
1987,5,0
1987,6,0
1987,7,0.079
1987,8,0.019
1987,9,0.129
1987,10,0
1987,11,0.378
1987,12,0.097
1991,1,0.018
1991,2,0.169
1991,3,0.049
1991,4,0.05
1991,5,0
1991,6,0
1991,7,0.045
1991,8,0.013
1991,9,0.087
1991,10,0
1991,11,0.34
1991,12,0.23
1995,1,0.018
1995,2,0.196
1995,3,0.074
1995,4,0.043
1995,5,0
1995,6,0
1995,7,0.058
1995,8,0.007
1995,9,0.092
1995,10,0
1995,11,0.355
1995,12,0.157
1999,1,0.015
1999,2,0.214
1999,3,0.047
1999,4,0.028
1999,5,0
1999,6,0
1999,7,0.035
1999,8,0.02
1999,9,0.095
1999,10,0
1999,11,0.446
1999,12,0.099
2003,1,0.007
2003,2,0.22
2003,3,0.083
2003,4,0.047
2003,5,0
2003,6,0
2003,7,0.017
2003,8,0.024
2003,9,0.061
2003,10,0
2003,11,0.479
2003,12,0.063
2007,1,0.002
2007,2,0.141
2007,3,0.068
2007,4,0.041
2007,5,0.075
2007,6,0
2007,7,0.002
2007,8,0.052
2007,9,0.062
2007,10,0
2007,11,0.509
2007,12,0.047
2011,1,0
2011,2,0.159
2011,3,0.041
2011,4,0.047
2011,5,0.078
2011,6,0.059
2011,7,0.017
2011,8,0.03
2011,9,0.067
2011,10,0
2011,11,0.449
2011,12,0.052
2015,1,0.002
2015,2,0.173
2015,3,0.034
2015,4,0.043
2015,5,0.04
2015,6,0.038
2015,7,0.018
2015,8,0.02
2015,9,0.08
2015,10,0
2015,11,0.491
2015,12,0.06
