year,party,support
1975,1,0
1975,2,0.31
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.021
1975,8,0.454
1975,9,0.215
1975,10,0
1975,11,0
1975,12,0
1979,1,0
1979,2,0.174
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.031
1979,8,0.499
1979,9,0.295
1979,10,0
1979,11,0
1979,12,0
1983,1,0
1983,2,0.187
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.046
1983,8,0.424
1983,9,0.343
1983,10,0
1983,11,0
1983,12,0
1987,1,0.088
1987,2,0.179
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.012
1987,8,0.356
1987,9,0.364
1987,10,0
1987,11,0
1987,12,0
1991,1,0.085
1991,2,0.139
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.075
1991,8,0.387
1991,9,0.314
1991,10,0
1991,11,0
1991,12,0
1995,1,0.064
1995,2,0.124
1995,3,0
1995,4,0
1995,5,0
1995,6,0
1995,7,0.097
1995,8,0.263
1995,9,0.237
1995,10,0
1995,11,0.215
1995,12,0
1999,1,0
1999,2,0.185
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.029
1999,8,0.259
1999,9,0.224
1999,10,0
1999,11,0.304
1999,12,0
2003,1,0.111
2003,2,0.101
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.206
2003,9,0.21
2003,10,0
2003,11,0.372
2003,12,0
2007,1,0
2007,2,0.069
2007,3,0.122
2007,4,0
2007,5,0
2007,6,0
2007,7,0
2007,8,0.182
2007,9,0.286
2007,10,0
2007,11,0.341
2007,12,0
2011,1,0
2011,2,0.042
2011,3,0.121
2011,4,0
2011,5,0.082
2011,6,0
2011,7,0.004
2011,8,0.234
2011,9,0.183
2011,10,0
2011,11,0.335
2011,12,0
2015,1,0
2015,2,0.095
2015,3,0.078
2015,4,0
2015,5,0.037
2015,6,0
2015,7,0.013
2015,8,0.241
2015,9,0.178
2015,10,0
2015,11,0.359
2015,12,0
