year,party,support
1975,1,0
1975,2,0.07
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.003
1975,8,0.449
1975,9,0.1
1975,10,0
1975,11,0.335
1975,12,0.043
1979,1,0
1979,2,0.104
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.467
1979,9,0.127
1979,10,0
1979,11,0.301
1979,12,0
1983,1,0
1983,2,0.135
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.362
1983,9,0.156
1983,10,0
1983,11,0.347
1983,12,0
1987,1,0.058
1987,2,0.112
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.064
1987,8,0.398
1987,9,0.165
1987,10,0
1987,11,0.203
1987,12,0
1991,1,0.025
1991,2,0.115
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.119
1991,8,0.33
1991,9,0.147
1991,10,0
1991,11,0.263
1991,12,0
1995,1,0.015
1995,2,0.128
1995,3,0.017
1995,4,0
1995,5,0
1995,6,0
1995,7,0.018
1995,8,0.318
1995,9,0.136
1995,10,0
1995,11,0.367
1995,12,0
1999,1,0
1999,2,0.159
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.017
1999,8,0.301
1999,9,0.122
1999,10,0
1999,11,0.402
1999,12,0
2003,1,0
2003,2,0.183
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.296
2003,9,0.155
2003,10,0
2003,11,0.356
2003,12,0.01
2007,1,0
2007,2,0.186
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0
2007,8,0.273
2007,9,0.086
2007,10,0
2007,11,0.444
2007,12,0.01
2011,1,0
2011,2,0.084
2011,3,0.01
2011,4,0
2011,5,0.038
2011,6,0.24
2011,7,0
2011,8,0.221
2011,9,0.052
2011,10,0
2011,11,0.355
2011,12,0
2015,1,0
2015,2,0.149
2015,3,0
2015,4,0
2015,5,0.043
2015,6,0.187
2015,7,0.001
2015,8,0.237
2015,9,0.064
2015,10,0
2015,11,0.319
2015,12,0
