year,party,support
1975,1,0
1975,2,0.144
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.414
1975,9,0.436
1975,10,0
1975,11,0.007
1975,12,0
1979,1,0
1979,2,0.083
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.444
1979,9,0.432
1979,10,0
1979,11,0.041
1979,12,0
1983,1,0
1983,2,0.122
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.012
1983,8,0.434
1983,9,0.375
1983,10,0
1983,11,0.058
1983,12,0
1987,1,0.025
1987,2,0.119
1987,3,0.059
1987,4,0
1987,5,0
1987,6,0
1987,7,0.036
1987,8,0.413
1987,9,0.319
1987,10,0
1987,11,0.031
1987,12,0
1991,1,0
1991,2,0.081
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.137
1991,8,0.387
1991,9,0.333
1991,10,0
1991,11,0.063
1991,12,0
1995,1,0
1995,2,0.081
1995,3,0.024
1995,4,0
1995,5,0
1995,6,0
1995,7,0.174
1995,8,0.422
1995,9,0.266
1995,10,0
1995,11,0.033
1995,12,0
1999,1,0
1999,2,0.127
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.12
1999,8,0.444
1999,9,0.285
1999,10,0
1999,11,0.025
1999,12,0
2003,1,0
2003,2,0.199
2003,3,0.034
2003,4,0.002
2003,5,0
2003,6,0
2003,7,0.055
2003,8,0.258
2003,9,0.191
2003,10,0
2003,11,0.251
2003,12,0.009
2007,1,0
2007,2,0.2
2007,3,0.077
2007,4,0.002
2007,5,0
2007,6,0
2007,7,0.056
2007,8,0.294
2007,9,0.164
2007,10,0
2007,11,0.201
2007,12,0.007
2011,1,0
2011,2,0.217
2011,3,0.047
2011,4,0.005
2011,5,0.027
2011,6,0.01
2011,7,0.05
2011,8,0.19
2011,9,0.226
2011,10,0
2011,11,0.217
2011,12,0.01
2015,1,0
2015,2,0.162
2015,3,0.037
2015,4,0.003
2015,5,0.027
2015,6,0.005
2015,7,0.015
2015,8,0.257
2015,9,0.274
2015,10,0
2015,11,0.206
2015,12,0.015
