year,party,support
1975,1,0
1975,2,0.125
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.071
1975,8,0.289
1975,9,0.162
1975,10,0
1975,11,0.193
1975,12,0.159
1979,1,0
1979,2,0.166
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.089
1979,8,0.323
1979,9,0.176
1979,10,0
1979,11,0.198
1979,12,0.049
1983,1,0
1983,2,0.119
1983,3,0.059
1983,4,0.097
1983,5,0
1983,6,0
1983,7,0.055
1983,8,0.276
1983,9,0.188
1983,10,0
1983,11,0.173
1983,12,0.032
1987,1,0.002
1987,2,0.046
1987,3,0.102
1987,4,0
1987,5,0
1987,6,0
1987,7,0.147
1987,8,0.258
1987,9,0.155
1987,10,0
1987,11,0.216
1987,12,0.075
1991,1,0
1991,2,0.08
1991,3,0.09
1991,4,0.059
1991,5,0
1991,6,0
1991,7,0.03
1991,8,0.228
1991,9,0.176
1991,10,0
1991,11,0.184
1991,12,0.152
1995,1,0
1995,2,0.114
1995,3,0.117
1995,4,0.038
1995,5,0
1995,6,0
1995,7,0.017
1995,8,0.158
1995,9,0.169
1995,10,0
1995,11,0.249
1995,12,0.138
1999,1,0
1999,2,0.116
1999,3,0.104
1999,4,0.025
1999,5,0
1999,6,0
1999,7,0.034
1999,8,0.183
1999,9,0.191
1999,10,0
1999,11,0.284
1999,12,0.064
2003,1,0
2003,2,0.123
2003,3,0.06
2003,4,0.023
2003,5,0
2003,6,0
2003,7,0.004
2003,8,0.179
2003,9,0.183
2003,10,0
2003,11,0.392
2003,12,0.037
2007,1,0
2007,2,0.081
2007,3,0.116
2007,4,0.021
2007,5,0
2007,6,0
2007,7,0.009
2007,8,0.178
2007,9,0.108
2007,10,0
2007,11,0.448
2007,12,0.039
2011,1,0
2011,2,0.088
2011,3,0.064
2011,4,0.021
2011,5,0.066
2011,6,0.046
2011,7,0
2011,8,0.162
2011,9,0.093
2011,10,0
2011,11,0.431
2011,12,0.028
2015,1,0
2015,2,0.094
2015,3,0.057
2015,4,0.016
2015,5,0.058
2015,6,0.033
2015,7,0.001
2015,8,0.144
2015,9,0.138
2015,10,0
2015,11,0.437
2015,12,0.022
