year,party,support
1975,1,0.207
1975,2,0.084
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.004
1975,8,0.124
1975,9,0.581
1975,10,0
1975,11,0
1975,12,0
1979,1,0.255
1979,2,0.117
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.109
1979,9,0.518
1979,10,0
1979,11,0.001
1979,12,0
1983,1,0.182
1983,2,0.119
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.042
1983,8,0.13
1983,9,0.515
1983,10,0
1983,11,0.012
1983,12,0
1987,1,0.243
1987,2,0.02
1987,3,0.039
1987,4,0
1987,5,0
1987,6,0
1987,7,0.016
1987,8,0.206
1987,9,0.466
1987,10,0
1987,11,0.01
1987,12,0
1991,1,0.166
1991,2,0.041
1991,3,0.01
1991,4,0
1991,5,0
1991,6,0
1991,7,0.004
1991,8,0.137
1991,9,0.309
1991,10,0.322
1991,11,0.01
1991,12,0
1995,1,0.006
1995,2,0.277
1995,3,0.026
1995,4,0
1995,5,0
1995,6,0
1995,7,0.005
1995,8,0.111
1995,9,0.308
1995,10,0.254
1995,11,0.012
1995,12,0
1999,1,0.016
1999,2,0.23
1999,3,0.027
1999,4,0
1999,5,0
1999,6,0
1999,7,0.004
1999,8,0.132
1999,9,0.285
1999,10,0.214
1999,11,0.091
1999,12,0
2003,1,0
2003,2,0.281
2003,3,0.047
2003,4,0
2003,5,0
2003,6,0
2003,7,0.01
2003,8,0.117
2003,9,0.306
2003,10,0.119
2003,11,0.121
2003,12,0
2007,1,0.011
2007,2,0.216
2007,3,0.065
2007,4,0
2007,5,0
2007,6,0
2007,7,0.009
2007,8,0.126
2007,9,0.284
2007,10,0.189
2007,11,0.1
2007,12,0
2011,1,0.003
2011,2,0.202
2011,3,0.11
2011,4,0
2011,5,0
2011,6,0
2011,7,0.034
2011,8,0.07
2011,9,0.255
2011,10,0.2
2011,11,0.126
2011,12,0
2015,1,0.007
2015,2,0.217
2015,3,0.04
2015,4,0
2015,5,0.011
2015,6,0
2015,7,0.028
2015,8,0.08
2015,9,0.242
2015,10,0.251
2015,11,0.126
2015,12,0
