year,party,support
1975,1,0.005
1975,2,0.153
1975,3,0
1975,4,0.001
1975,5,0
1975,6,0
1975,7,0.061
1975,8,0.574
1975,9,0.044
1975,10,0
1975,11,0.101
1975,12,0.061
1979,1,0
1979,2,0.255
1979,3,0
1979,4,0.007
1979,5,0
1979,6,0
1979,7,0.039
1979,8,0.494
1979,9,0.076
1979,10,0
1979,11,0.12
1979,12,0.008
1983,1,0
1983,2,0.215
1983,3,0
1983,4,0.015
1983,5,0
1983,6,0
1983,7,0.057
1983,8,0.485
1983,9,0.112
1983,10,0
1983,11,0.094
1983,12,0.023
1987,1,0.104
1987,2,0.202
1987,3,0
1987,4,0.014
1987,5,0
1987,6,0
1987,7,0.046
1987,8,0.333
1987,9,0.13
1987,10,0
1987,11,0.116
1987,12,0.055
1991,1,0
1991,2,0.219
1991,3,0.072
1991,4,0.009
1991,5,0
1991,6,0
1991,7,0.02
1991,8,0.322
1991,9,0.131
1991,10,0
1991,11,0.111
1991,12,0.117
1995,1,0.014
1995,2,0.199
1995,3,0.072
1995,4,0.005
1995,5,0
1995,6,0
1995,7,0.04
1995,8,0.232
1995,9,0.155
1995,10,0
1995,11,0.158
1995,12,0.124
1999,1,0
1999,2,0.221
1999,3,0.078
1999,4,0.012
1999,5,0
1999,6,0
1999,7,0.006
1999,8,0.266
1999,9,0.165
1999,10,0
1999,11,0.23
1999,12,0.023
2003,1,0.01
2003,2,0.201
2003,3,0.086
2003,4,0.014
2003,5,0
2003,6,0
2003,7,0.005
2003,8,0.208
2003,9,0.188
2003,10,0
2003,11,0.271
2003,12,0.015
2007,1,0
2007,2,0.176
2007,3,0.108
2007,4,0.014
2007,5,0
2007,6,0
2007,7,0.047
2007,8,0.191
2007,9,0.137
2007,10,0
2007,11,0.303
2007,12,0.025
2011,1,0
2011,2,0.19
2011,3,0.098
2011,4,0.014
2011,5,0.055
2011,6,0.075
2011,7,0.011
2011,8,0.144
2011,9,0.094
2011,10,0
2011,11,0.311
2011,12,0.008
2015,1,0
2015,2,0.179
2015,3,0.054
2015,4,0.011
2015,5,0.035
2015,6,0.063
2015,7,0.041
2015,8,0.108
2015,9,0.146
2015,10,0
2015,11,0.362
2015,12,0.001
