year,party,support
1975,1,0.069
1975,2,0.154
1975,3,0.012
1975,4,0
1975,5,0
1975,6,0
1975,7,0.023
1975,8,0.017
1975,9,0.417
1975,10,0
1975,11,0.291
1975,12,0.018
1979,1,0.047
1979,2,0.17
1979,3,0.061
1979,4,0
1979,5,0
1979,6,0
1979,7,0.031
1979,8,0.003
1979,9,0.415
1979,10,0
1979,11,0.273
1979,12,0
1983,1,0.049
1983,2,0.183
1983,3,0.052
1983,4,0
1983,5,0
1983,6,0
1983,7,0.011
1983,8,0.012
1983,9,0.454
1983,10,0
1983,11,0.224
1983,12,0.014
1987,1,0.054
1987,2,0.19
1987,3,0.047
1987,4,0
1987,5,0
1987,6,0
1987,7,0.008
1987,8,0.023
1987,9,0.487
1987,10,0
1987,11,0.176
1987,12,0.015
1991,1,0.066
1991,2,0.17
1991,3,0.051
1991,4,0
1991,5,0
1991,6,0
1991,7,0.047
1991,8,0.017
1991,9,0.425
1991,10,0
1991,11,0.173
1991,12,0.05
1995,1,0.089
1995,2,0.192
1995,3,0.05
1995,4,0
1995,5,0
1995,6,0
1995,7,0.04
1995,8,0.084
1995,9,0.355
1995,10,0
1995,11,0.162
1995,12,0.028
1999,1,0.071
1999,2,0.153
1999,3,0.083
1999,4,0
1999,5,0
1999,6,0
1999,7,0.024
1999,8,0.085
1999,9,0.394
1999,10,0
1999,11,0.155
1999,12,0.034
2003,1,0.087
2003,2,0.23
2003,3,0.119
2003,4,0.004
2003,5,0
2003,6,0
2003,7,0.013
2003,8,0.026
2003,9,0.284
2003,10,0
2003,11,0.233
2003,12,0.003
2007,1,0.064
2007,2,0.246
2007,3,0.142
2007,4,0.019
2007,5,0
2007,6,0
2007,7,0.044
2007,8,0.063
2007,9,0.186
2007,10,0
2007,11,0.221
2007,12,0.015
2011,1,0.014
2011,2,0.265
2011,3,0.111
2011,4,0.004
2011,5,0.061
2011,6,0.006
2011,7,0.01
2011,8,0.041
2011,9,0.208
2011,10,0
2011,11,0.273
2011,12,0.007
2015,1,0.026
2015,2,0.192
2015,3,0.112
2015,4,0.012
2015,5,0.04
2015,6,0.024
2015,7,0.044
2015,8,0.045
2015,9,0.256
2015,10,0
2015,11,0.247
2015,12,0.002
