year,party,support
1975,1,0.006
1975,2,0.373
1975,3,0
1975,4,0.004
1975,5,0
1975,6,0
1975,7,0.052
1975,8,0.016
1975,9,0.059
1975,10,0
1975,11,0.425
1975,12,0.064
1979,1,0.005
1979,2,0.374
1979,3,0
1979,4,0.011
1979,5,0
1979,6,0
1979,7,0.039
1979,8,0.013
1979,9,0.105
1979,10,0
1979,11,0.404
1979,12,0.048
1983,1,0.022
1983,2,0.318
1983,3,0
1983,4,0.002
1983,5,0
1983,6,0
1983,7,0.101
1983,8,0.006
1983,9,0.085
1983,10,0
1983,11,0.385
1983,12,0.081
1987,1,0.015
1987,2,0.235
1987,3,0.147
1987,4,0.002
1987,5,0
1987,6,0
1987,7,0.059
1987,8,0.013
1987,9,0.083
1987,10,0
1987,11,0.344
1987,12,0.101
1991,1,0.008
1991,2,0.211
1991,3,0.134
1991,4,0.018
1991,5,0
1991,6,0
1991,7,0.067
1991,8,0.008
1991,9,0.111
1991,10,0
1991,11,0.341
1991,12,0.102
1995,1,0.008
1995,2,0.298
1995,3,0.067
1995,4,0.014
1995,5,0
1995,6,0
1995,7,0.018
1995,8,0.006
1995,9,0.098
1995,10,0
1995,11,0.363
1995,12,0.126
1999,1,0
1999,2,0.27
1999,3,0.084
1999,4,0.02
1999,5,0
1999,6,0
1999,7,0.034
1999,8,0.01
1999,9,0.141
1999,10,0
1999,11,0.337
1999,12,0.104
2003,1,0
2003,2,0.27
2003,3,0.065
2003,4,0.034
2003,5,0
2003,6,0
2003,7,0.031
2003,8,0.022
2003,9,0.111
2003,10,0
2003,11,0.366
2003,12,0.103
2007,1,0
2007,2,0.182
2007,3,0.086
2007,4,0.044
2007,5,0
2007,6,0
2007,7,0.021
2007,8,0.044
2007,9,0.112
2007,10,0
2007,11,0.419
2007,12,0.092
2011,1,0.002
2011,2,0.148
2011,3,0.052
2011,4,0.015
2011,5,0.045
2011,6,0.189
2011,7,0.03
2011,8,0.016
2011,9,0.067
2011,10,0
2011,11,0.399
2011,12,0.038
2015,1,0.002
2015,2,0.159
2015,3,0.043
2015,4,0.017
2015,5,0.053
2015,6,0.124
2015,7,0.025
2015,8,0.017
2015,9,0.082
2015,10,0
2015,11,0.437
2015,12,0.04
