year,party,support
1975,1,0
1975,2,0.075
1975,3,0
1975,4,0.042
1975,5,0
1975,6,0
1975,7,0.05
1975,8,0.012
1975,9,0.052
1975,10,0
1975,11,0.659
1975,12,0.109
1979,1,0.014
1979,2,0.114
1979,3,0
1979,4,0.07
1979,5,0
1979,6,0
1979,7,0.03
1979,8,0.021
1979,9,0.098
1979,10,0
1979,11,0.613
1979,12,0.039
1983,1,0.028
1983,2,0.07
1983,3,0.078
1983,4,0.046
1983,5,0
1983,6,0
1983,7,0.026
1983,8,0.016
1983,9,0.117
1983,10,0
1983,11,0.57
1983,12,0.048
1987,1,0.003
1987,2,0.05
1987,3,0.124
1987,4,0.018
1987,5,0
1987,6,0
1987,7,0.062
1987,8,0.003
1987,9,0.127
1987,10,0
1987,11,0.535
1987,12,0.078
1991,1,0.007
1991,2,0.091
1991,3,0.085
1991,4,0.017
1991,5,0
1991,6,0
1991,7,0.024
1991,8,0.011
1991,9,0.076
1991,10,0
1991,11,0.541
1991,12,0.147
1995,1,0.021
1995,2,0.119
1995,3,0.087
1995,4,0.022
1995,5,0
1995,6,0
1995,7,0.046
1995,8,0.005
1995,9,0.082
1995,10,0
1995,11,0.521
1995,12,0.099
1999,1,0.008
1999,2,0.168
1999,3,0.04
1999,4,0.01
1999,5,0
1999,6,0
1999,7,0.009
1999,8,0.003
1999,9,0.117
1999,10,0
1999,11,0.594
1999,12,0.052
2003,1,0.004
2003,2,0.157
2003,3,0.062
2003,4,0.03
2003,5,0
2003,6,0
2003,7,0.016
2003,8,0.02
2003,9,0.059
2003,10,0
2003,11,0.556
2003,12,0.098
2007,1,0
2007,2,0.095
2007,3,0.068
2007,4,0.048
2007,5,0.036
2007,6,0
2007,7,0.001
2007,8,0.033
2007,9,0.074
2007,10,0
2007,11,0.555
2007,12,0.089
2011,1,0
2011,2,0.114
2011,3,0.034
2011,4,0.025
2011,5,0.072
2011,6,0.058
2011,7,0.023
2011,8,0.013
2011,9,0.064
2011,10,0
2011,11,0.504
2011,12,0.094
2015,1,0.001
2015,2,0.105
2015,3,0.026
2015,4,0.022
2015,5,0.032
2015,6,0.055
2015,7,0.029
2015,8,0.02
2015,9,0.105
2015,10,0
2015,11,0.492
2015,12,0.114
