year,party,support
1975,1,0.036
1975,2,0.199
1975,3,0.002
1975,4,0
1975,5,0
1975,6,0
1975,7,0.021
1975,8,0.022
1975,9,0.363
1975,10,0
1975,11,0.327
1975,12,0.03
1979,1,0.022
1979,2,0.184
1979,3,0.027
1979,4,0
1979,5,0
1979,6,0
1979,7,0.016
1979,8,0.016
1979,9,0.47
1979,10,0
1979,11,0.265
1979,12,0
1983,1,0.021
1983,2,0.163
1983,3,0.05
1983,4,0
1983,5,0
1983,6,0
1983,7,0.006
1983,8,0.016
1983,9,0.476
1983,10,0
1983,11,0.266
1983,12,0.001
1987,1,0.023
1987,2,0.15
1987,3,0.059
1987,4,0
1987,5,0
1987,6,0
1987,7,0.007
1987,8,0.011
1987,9,0.404
1987,10,0
1987,11,0.342
1987,12,0.004
1991,1,0.032
1991,2,0.136
1991,3,0.026
1991,4,0
1991,5,0
1991,6,0
1991,7,0.023
1991,8,0.025
1991,9,0.329
1991,10,0
1991,11,0.419
1991,12,0.011
1995,1,0.054
1995,2,0.187
1995,3,0.029
1995,4,0
1995,5,0
1995,6,0
1995,7,0.009
1995,8,0.042
1995,9,0.277
1995,10,0
1995,11,0.38
1995,12,0.023
1999,1,0.05
1999,2,0.169
1999,3,0.029
1999,4,0
1999,5,0
1999,6,0
1999,7,0.011
1999,8,0.064
1999,9,0.376
1999,10,0
1999,11,0.287
1999,12,0.013
2003,1,0.089
2003,2,0.142
2003,3,0.08
2003,4,0.005
2003,5,0
2003,6,0
2003,7,0.003
2003,8,0.055
2003,9,0.29
2003,10,0
2003,11,0.33
2003,12,0.006
2007,1,0.041
2007,2,0.144
2007,3,0.164
2007,4,0.009
2007,5,0
2007,6,0
2007,7,0.051
2007,8,0.054
2007,9,0.177
2007,10,0
2007,11,0.356
2007,12,0.004
2011,1,0.014
2011,2,0.172
2011,3,0.082
2011,4,0.002
2011,5,0.078
2011,6,0.001
2011,7,0.01
2011,8,0.037
2011,9,0.239
2011,10,0
2011,11,0.354
2011,12,0.009
2015,1,0.013
2015,2,0.161
2015,3,0.095
2015,4,0.003
2015,5,0.062
2015,6,0.015
2015,7,0.024
2015,8,0.024
2015,9,0.299
2015,10,0
2015,11,0.302
2015,12,0.003
